date,mens underwear,State
2016-12-04,41,CO
2016-12-11,60,CO
2016-12-18,19,CO
2016-12-25,38,CO
2017-01-01,35,CO
2017-01-08,34,CO
2017-01-15,33,CO
2017-01-22,16,CO
2017-01-29,16,CO
2017-02-05,40,CO
2017-02-12,0,CO
2017-02-19,16,CO
2017-02-26,62,CO
2017-03-05,31,CO
2017-03-12,23,CO
2017-03-19,41,CO
2017-03-26,67,CO
2017-04-02,32,CO
2017-04-09,32,CO
2017-04-16,32,CO
2017-04-23,32,CO
2017-04-30,16,CO
2017-05-07,49,CO
2017-05-14,17,CO
2017-05-21,70,CO
2017-05-28,27,CO
2017-06-04,35,CO
2017-06-11,70,CO
2017-06-18,50,CO
2017-06-25,35,CO
2017-07-02,0,CO
2017-07-09,35,CO
2017-07-16,34,CO
2017-07-23,26,CO
2017-07-30,0,CO
2017-08-06,41,CO
2017-08-13,33,CO
2017-08-20,40,CO
2017-08-27,32,CO
2017-09-03,63,CO
2017-09-10,47,CO
2017-09-17,24,CO
2017-09-24,32,CO
2017-10-01,32,CO
2017-10-08,50,CO
2017-10-15,33,CO
2017-10-22,24,CO
2017-10-29,0,CO
2017-11-05,16,CO
2017-11-12,40,CO
2017-11-19,79,CO
2017-11-26,32,CO
2017-12-03,80,CO
2017-12-10,48,CO
2017-12-17,25,CO
2017-12-24,37,CO
2017-12-31,17,CO
2018-01-07,16,CO
2018-01-14,32,CO
2018-01-21,16,CO
2018-01-28,47,CO
2018-02-04,84,CO
2018-02-11,23,CO
2018-02-18,31,CO
2018-02-25,23,CO
2018-03-04,23,CO
2018-03-11,23,CO
2018-03-18,16,CO
2018-03-25,50,CO
2018-04-01,31,CO
2018-04-08,55,CO
2018-04-15,23,CO
2018-04-22,47,CO
2018-04-29,0,CO
2018-05-06,40,CO
2018-05-13,32,CO
2018-05-20,33,CO
2018-05-27,26,CO
2018-06-03,25,CO
2018-06-10,47,CO
2018-06-17,16,CO
2018-06-24,80,CO
2018-07-01,25,CO
2018-07-08,31,CO
2018-07-15,33,CO
2018-07-22,16,CO
2018-07-29,0,CO
2018-08-05,64,CO
2018-08-12,24,CO
2018-08-19,32,CO
2018-08-26,55,CO
2018-09-02,16,CO
2018-09-09,46,CO
2018-09-16,46,CO
2018-09-23,47,CO
2018-09-30,15,CO
2018-10-07,16,CO
2018-10-14,24,CO
2018-10-21,24,CO
2018-10-28,32,CO
2018-11-04,22,CO
2018-11-11,23,CO
2018-11-18,94,CO
2018-11-25,38,CO
2018-12-02,61,CO
2018-12-09,70,CO
2018-12-16,47,CO
2018-12-23,45,CO
2018-12-30,16,CO
2015-01-04,0,CT
2015-01-11,0,CT
2015-01-18,33,CT
2015-01-25,0,CT
2015-02-01,32,CT
2015-02-08,0,CT
2015-02-15,33,CT
2015-02-22,0,CT
2015-03-01,0,CT
2015-03-08,65,CT
2015-03-15,33,CT
2015-03-22,0,CT
2015-03-29,33,CT
2015-04-05,0,CT
2015-04-12,0,CT
2015-04-19,33,CT
2015-04-26,0,CT
2015-05-03,0,CT
2015-05-10,0,CT
2015-05-17,0,CT
2015-05-24,0,CT
2015-05-31,0,CT
2015-06-07,33,CT
2015-06-14,0,CT
2015-06-21,0,CT
2015-06-28,32,CT
2015-07-05,31,CT
2015-07-12,31,CT
2015-07-19,0,CT
2015-07-26,0,CT
2015-08-02,0,CT
2015-08-09,0,CT
2015-08-16,31,CT
2015-08-23,61,CT
2015-08-30,0,CT
2015-09-06,29,CT
2015-09-13,0,CT
2015-09-20,0,CT
2015-09-27,27,CT
2015-10-04,0,CT
2015-10-11,28,CT
2015-10-18,0,CT
2015-10-25,26,CT
2015-11-01,26,CT
2015-11-08,0,CT
2015-11-15,26,CT
2015-11-22,28,CT
2015-11-29,100,CT
2015-12-06,0,CT
2015-12-13,0,CT
2015-12-20,0,CT
2015-12-27,28,CT
2016-01-03,40,CT
2016-01-10,19,CT
2016-01-17,39,CT
2016-01-24,0,CT
2016-01-31,0,CT
2016-02-07,0,CT
2016-02-14,0,CT
2016-02-21,0,CT
2016-02-28,0,CT
2016-03-06,39,CT
2016-03-13,0,CT
2016-03-20,0,CT
2016-03-27,19,CT
2016-04-03,0,CT
2016-04-10,0,CT
2016-04-17,41,CT
2016-04-24,20,CT
2016-05-01,19,CT
2016-05-08,20,CT
2016-05-15,41,CT
2016-05-22,20,CT
2016-05-29,43,CT
2016-06-05,20,CT
2016-06-12,43,CT
2016-06-19,0,CT
2016-06-26,43,CT
2016-07-03,22,CT
2016-07-10,21,CT
2016-07-17,41,CT
2016-07-24,19,CT
2016-07-31,0,CT
2016-08-07,44,CT
2016-08-14,0,CT
2016-08-21,0,CT
2016-08-28,20,CT
2016-09-04,0,CT
2016-09-11,39,CT
2016-09-18,0,CT
2016-09-25,19,CT
2016-10-02,19,CT
2016-10-09,19,CT
2016-10-16,0,CT
2016-10-23,0,CT
2016-10-30,0,CT
2016-11-06,37,CT
2016-11-13,38,CT
2016-11-20,39,CT
2016-11-27,53,CT
2016-12-04,17,CT
2016-12-11,0,CT
2016-12-18,19,CT
2016-12-25,0,CT
2017-01-01,56,CT
2017-01-08,18,CT
2017-01-15,0,CT
2017-01-22,0,CT
2017-01-29,18,CT
2017-02-05,0,CT
2017-02-12,18,CT
2017-02-19,54,CT
2017-02-26,17,CT
2017-03-05,0,CT
2017-03-12,36,CT
2017-03-19,0,CT
2017-03-26,0,CT
2017-04-02,17,CT
2017-04-09,0,CT
2017-04-16,0,CT
2017-04-23,18,CT
2017-04-30,53,CT
2017-05-07,36,CT
2017-05-14,20,CT
2017-05-21,0,CT
2017-05-28,20,CT
2017-06-04,57,CT
2017-06-11,20,CT
2017-06-18,39,CT
2017-06-25,21,CT
2017-07-02,43,CT
2017-07-09,81,CT
2017-07-16,21,CT
2017-07-23,20,CT
2017-07-30,20,CT
2017-08-06,20,CT
2017-08-13,21,CT
2017-08-20,20,CT
2017-08-27,19,CT
2017-09-03,19,CT
2017-09-10,18,CT
2017-09-17,36,CT
2017-09-24,19,CT
2017-10-01,18,CT
2017-10-08,0,CT
2017-10-15,37,CT
2017-10-22,0,CT
2017-10-29,0,CT
2017-11-05,18,CT
2017-11-12,35,CT
2017-11-19,18,CT
2017-11-26,33,CT
2017-12-03,0,CT
2017-12-10,17,CT
2017-12-17,18,CT
2017-12-24,0,CT
2017-12-31,35,CT
2018-01-07,34,CT
2018-01-14,68,CT
2018-01-21,0,CT
2018-01-28,67,CT
2018-02-04,17,CT
2018-02-11,0,CT
2018-02-18,17,CT
2018-02-25,16,CT
2018-03-04,50,CT
2018-03-11,0,CT
2018-03-18,51,CT
2018-03-25,0,CT
2018-04-01,0,CT
2018-04-08,18,CT
2018-04-15,0,CT
2018-04-22,17,CT
2018-04-29,0,CT
2018-05-06,17,CT
2018-05-13,17,CT
2018-05-20,0,CT
2018-05-27,17,CT
2018-06-03,0,CT
2018-06-10,17,CT
2018-06-17,35,CT
2018-06-24,18,CT
2018-07-01,19,CT
2018-07-08,18,CT
2018-07-15,0,CT
2018-07-22,53,CT
2018-07-29,0,CT
2018-08-05,37,CT
2018-08-12,18,CT
2018-08-19,38,CT
2018-08-26,18,CT
2018-09-02,18,CT
2018-09-09,0,CT
2018-09-16,34,CT
2018-09-23,34,CT
2018-09-30,0,CT
2018-10-07,17,CT
2018-10-14,18,CT
2018-10-21,0,CT
2018-10-28,18,CT
2018-11-04,17,CT
2018-11-11,0,CT
2018-11-18,18,CT
2018-11-25,33,CT
2018-12-02,33,CT
2018-12-09,51,CT
2018-12-16,0,CT
2018-12-23,20,CT
2018-12-30,36,CT
2015-01-04,60,DC
2015-01-11,15,DC
2015-01-18,15,DC
2015-01-25,15,DC
2015-02-01,14,DC
2015-02-08,28,DC
2015-02-15,17,DC
2015-02-22,0,DC
2015-03-01,0,DC
2015-03-08,15,DC
2015-03-15,15,DC
2015-03-22,0,DC
2015-03-29,16,DC
2015-04-05,63,DC
2015-04-12,16,DC
2015-04-19,15,DC
2015-04-26,0,DC
2015-05-03,0,DC
2015-05-10,15,DC
2015-05-17,0,DC
2015-05-24,19,DC
2015-05-31,0,DC
2015-06-07,34,DC
2015-06-14,0,DC
2015-06-21,43,DC
2015-06-28,30,DC
2015-07-05,44,DC
2015-07-12,15,DC
2015-07-19,0,DC
2015-07-26,0,DC
2015-08-02,0,DC
2015-08-09,0,DC
2015-08-16,0,DC
2015-08-23,0,DC
2015-08-30,27,DC
2015-09-06,0,DC
2015-09-13,13,DC
2015-09-20,0,DC
2015-09-27,0,DC
2015-10-04,0,DC
2015-10-11,0,DC
2015-10-18,0,DC
2015-10-25,0,DC
2015-11-01,25,DC
2015-11-08,13,DC
2015-11-15,12,DC
2015-11-22,0,DC
2015-11-29,0,DC
2015-12-06,0,DC
2015-12-13,53,DC
2015-12-20,0,DC
2015-12-27,16,DC
2016-01-03,38,DC
2016-01-10,0,DC
2016-01-17,38,DC
2016-01-24,17,DC
2016-01-31,16,DC
2016-02-07,0,DC
2016-02-14,0,DC
2016-02-21,0,DC
2016-02-28,16,DC
2016-03-06,0,DC
2016-03-13,17,DC
2016-03-20,0,DC
2016-03-27,0,DC
2016-04-03,16,DC
2016-04-10,0,DC
2016-04-17,16,DC
2016-04-24,0,DC
2016-05-01,0,DC
2016-05-08,17,DC
2016-05-15,0,DC
2016-05-22,36,DC
2016-05-29,0,DC
2016-06-05,18,DC
2016-06-12,18,DC
2016-06-19,18,DC
2016-06-26,0,DC
2016-07-03,0,DC
2016-07-10,0,DC
2016-07-17,0,DC
2016-07-24,0,DC
2016-07-31,21,DC
2016-08-07,21,DC
2016-08-14,20,DC
2016-08-21,0,DC
2016-08-28,0,DC
2016-09-04,18,DC
2016-09-11,17,DC
2016-09-18,31,DC
2016-09-25,16,DC
2016-10-02,0,DC
2016-10-09,32,DC
2016-10-16,0,DC
2016-10-23,30,DC
2016-10-30,0,DC
2016-11-06,0,DC
2016-11-13,0,DC
2016-11-20,32,DC
2016-11-27,14,DC
2016-12-04,0,DC
2016-12-11,15,DC
2016-12-18,0,DC
2016-12-25,0,DC
2017-01-01,65,DC
2017-01-08,0,DC
2017-01-15,17,DC
2017-01-22,16,DC
2017-01-29,0,DC
2017-02-05,0,DC
2017-02-12,0,DC
2017-02-19,17,DC
2017-02-26,0,DC
2017-03-05,0,DC
2017-03-12,0,DC
2017-03-19,16,DC
2017-03-26,0,DC
2017-04-02,0,DC
2017-04-09,17,DC
2017-04-16,0,DC
2017-04-23,0,DC
2017-04-30,16,DC
2017-05-07,0,DC
2017-05-14,16,DC
2017-05-21,0,DC
2017-05-28,0,DC
2017-06-04,0,DC
2017-06-11,17,DC
2017-06-18,0,DC
2017-06-25,0,DC
2017-07-02,0,DC
2017-07-09,20,DC
2017-07-16,0,DC
2017-07-23,17,DC
2017-07-30,17,DC
2017-08-06,0,DC
2017-08-13,0,DC
2017-08-20,0,DC
2017-08-27,17,DC
2017-09-03,16,DC
2017-09-10,16,DC
2017-09-17,0,DC
2017-09-24,17,DC
2017-10-01,17,DC
2017-10-08,18,DC
2017-10-15,70,DC
2017-10-22,0,DC
2017-10-29,19,DC
2017-11-05,0,DC
2017-11-12,0,DC
2017-11-19,57,DC
2017-11-26,0,DC
2017-12-03,0,DC
2017-12-10,0,DC
2017-12-17,0,DC
2017-12-24,72,DC
2017-12-31,51,DC
2018-01-07,44,DC
2018-01-14,0,DC
2018-01-21,42,DC
2018-01-28,0,DC
2018-02-04,0,DC
2018-02-11,0,DC
2018-02-18,40,DC
2018-02-25,0,DC
2018-03-04,0,DC
2018-03-11,0,DC
2018-03-18,0,DC
2018-03-25,39,DC
2018-04-01,0,DC
2018-04-08,0,DC
2018-04-15,0,DC
2018-04-22,37,DC
2018-04-29,39,DC
2018-05-06,0,DC
2018-05-13,0,DC
2018-05-20,0,DC
2018-05-27,43,DC
2018-06-03,0,DC
2018-06-10,0,DC
2018-06-17,40,DC
2018-06-24,0,DC
2018-07-01,0,DC
2018-07-08,0,DC
2018-07-15,0,DC
2018-07-22,41,DC
2018-07-29,0,DC
2018-08-05,0,DC
2018-08-12,0,DC
2018-08-19,0,DC
2018-08-26,0,DC
2018-09-02,85,DC
2018-09-09,0,DC
2018-09-16,0,DC
2018-09-23,0,DC
2018-09-30,0,DC
2018-10-07,0,DC
2018-10-14,0,DC
2018-10-21,37,DC
2018-10-28,0,DC
2018-11-04,0,DC
2018-11-11,38,DC
2018-11-18,100,DC
2018-11-25,36,DC
2018-12-02,74,DC
2018-12-09,0,DC
2018-12-16,41,DC
2018-12-23,0,DC
2018-12-30,0,DC
2015-01-04,0,DE
2015-01-11,0,DE
2015-01-18,0,DE
2015-01-25,0,DE
2015-02-01,0,DE
2015-02-08,0,DE
2015-02-15,0,DE
2015-02-22,0,DE
2015-03-01,80,DE
2015-03-08,0,DE
2015-03-15,84,DE
2015-03-22,0,DE
2015-03-29,0,DE
2015-04-05,0,DE
2015-04-12,0,DE
2015-04-19,0,DE
2015-04-26,87,DE
2015-05-03,0,DE
2015-05-10,0,DE
2015-05-17,0,DE
2015-05-24,0,DE
2015-05-31,0,DE
2015-06-07,0,DE
2015-06-14,100,DE
2015-06-21,0,DE
2015-06-28,0,DE
2015-07-05,0,DE
2015-07-12,0,DE
2015-07-19,0,DE
2015-07-26,0,DE
2015-08-02,0,DE
2015-08-09,0,DE
2015-08-16,0,DE
2015-08-23,0,DE
2015-08-30,89,DE
2015-09-06,0,DE
2015-09-13,0,DE
2015-09-20,0,DE
2015-09-27,0,DE
2015-10-04,0,DE
2015-10-11,0,DE
2015-10-18,0,DE
2015-10-25,0,DE
2015-11-01,0,DE
2015-11-08,81,DE
2015-11-15,0,DE
2015-11-22,0,DE
2015-11-29,0,DE
2015-12-06,0,DE
2015-12-13,0,DE
2015-12-20,0,DE
2015-12-27,0,DE
2016-01-03,0,DE
2016-01-10,0,DE
2016-01-17,0,DE
2016-01-24,0,DE
2016-01-31,0,DE
2016-02-07,59,DE
2016-02-14,0,DE
2016-02-21,59,DE
2016-02-28,0,DE
2016-03-06,0,DE
2016-03-13,0,DE
2016-03-20,0,DE
2016-03-27,0,DE
2016-04-03,57,DE
2016-04-10,59,DE
2016-04-17,0,DE
2016-04-24,0,DE
2016-05-01,0,DE
2016-05-08,0,DE
2016-05-15,0,DE
2016-05-22,0,DE
2016-05-29,62,DE
2016-06-05,0,DE
2016-06-12,0,DE
2016-06-19,0,DE
2016-06-26,0,DE
2016-07-03,0,DE
2016-07-10,0,DE
2016-07-17,0,DE
2016-07-24,0,DE
2016-07-31,0,DE
2016-08-07,0,DE
2016-08-14,0,DE
2016-08-21,62,DE
2016-08-28,0,DE
2016-09-04,0,DE
2016-09-11,56,DE
2016-09-18,0,DE
2016-09-25,0,DE
2016-10-02,0,DE
2016-10-09,0,DE
2016-10-16,0,DE
2016-10-23,0,DE
2016-10-30,0,DE
2016-11-06,0,DE
2016-11-13,0,DE
2016-11-20,0,DE
2016-11-27,0,DE
2016-12-04,0,DE
2016-12-11,52,DE
2016-12-18,0,DE
2016-12-25,58,DE
2017-01-01,0,DE
2017-01-08,54,DE
2017-01-15,0,DE
2017-01-22,0,DE
2017-01-29,0,DE
2017-02-05,0,DE
2017-02-12,0,DE
2017-02-19,0,DE
2017-02-26,0,DE
2017-03-05,0,DE
2017-03-12,0,DE
2017-03-19,0,DE
2017-03-26,0,DE
2017-04-02,0,DE
2017-04-09,0,DE
2017-04-16,0,DE
2017-04-23,0,DE
2017-04-30,0,DE
2017-05-07,0,DE
2017-05-14,55,DE
2017-05-21,0,DE
2017-05-28,54,DE
2017-06-04,0,DE
2017-06-11,0,DE
2017-06-18,0,DE
2017-06-25,0,DE
2017-07-02,0,DE
2017-07-09,55,DE
2017-07-16,0,DE
2017-07-23,0,DE
2017-07-30,0,DE
2017-08-06,50,DE
2017-08-13,0,DE
2017-08-20,0,DE
2017-08-27,0,DE
2017-09-03,0,DE
2017-09-10,0,DE
2017-09-17,0,DE
2017-09-24,50,DE
2017-10-01,0,DE
2017-10-08,0,DE
2017-10-15,0,DE
2017-10-22,49,DE
2017-10-29,0,DE
2017-11-05,0,DE
2017-11-12,0,DE
2017-11-19,51,DE
2017-11-26,0,DE
2017-12-03,0,DE
2017-12-10,0,DE
2017-12-17,0,DE
2017-12-24,0,DE
2017-12-31,0,DE
2018-01-07,0,DE
2018-01-14,0,DE
2018-01-21,48,DE
2018-01-28,0,DE
2018-02-04,0,DE
2018-02-11,0,DE
2018-02-18,0,DE
2018-02-25,0,DE
2018-03-04,0,DE
2018-03-11,0,DE
2018-03-18,0,DE
2018-03-25,51,DE
2018-04-01,0,DE
2018-04-08,0,DE
2018-04-15,0,DE
2018-04-22,0,DE
2018-04-29,0,DE
2018-05-06,0,DE
2018-05-13,0,DE
2018-05-20,0,DE
2018-05-27,0,DE
2018-06-03,0,DE
2018-06-10,48,DE
2018-06-17,99,DE
2018-06-24,0,DE
2018-07-01,0,DE
2018-07-08,0,DE
2018-07-15,48,DE
2018-07-22,0,DE
2018-07-29,0,DE
2018-08-05,0,DE
2018-08-12,49,DE
2018-08-19,0,DE
2018-08-26,0,DE
2018-09-02,0,DE
2018-09-09,0,DE
2018-09-16,0,DE
2018-09-23,48,DE
2018-09-30,0,DE
2018-10-07,0,DE
2018-10-14,49,DE
2018-10-21,0,DE
2018-10-28,0,DE
2018-11-04,0,DE
2018-11-11,0,DE
2018-11-18,0,DE
2018-11-25,46,DE
2018-12-02,47,DE
2018-12-09,0,DE
2018-12-16,49,DE
2018-12-23,0,DE
2018-12-30,0,DE
2015-01-04,36,FL
2015-01-11,35,FL
2015-01-18,35,FL
2015-01-25,23,FL
2015-02-01,34,FL
2015-02-08,68,FL
2015-02-15,23,FL
2015-02-22,0,FL
2015-03-01,58,FL
2015-03-08,35,FL
2015-03-15,47,FL
2015-03-22,26,FL
2015-03-29,48,FL
2015-04-05,57,FL
2015-04-12,11,FL
2015-04-19,35,FL
2015-04-26,23,FL
2015-05-03,48,FL
2015-05-10,50,FL
2015-05-17,12,FL
2015-05-24,52,FL
2015-05-31,13,FL
2015-06-07,40,FL
2015-06-14,13,FL
2015-06-21,0,FL
2015-06-28,93,FL
2015-07-05,68,FL
2015-07-12,79,FL
2015-07-19,34,FL
2015-07-26,44,FL
2015-08-02,67,FL
2015-08-09,90,FL
2015-08-16,56,FL
2015-08-23,11,FL
2015-08-30,21,FL
2015-09-06,33,FL
2015-09-13,21,FL
2015-09-20,42,FL
2015-09-27,32,FL
2015-10-04,32,FL
2015-10-11,52,FL
2015-10-18,21,FL
2015-10-25,53,FL
2015-11-01,31,FL
2015-11-08,53,FL
2015-11-15,63,FL
2015-11-22,45,FL
2015-11-29,50,FL
2015-12-06,51,FL
2015-12-13,32,FL
2015-12-20,64,FL
2015-12-27,37,FL
2016-01-03,23,FL
2016-01-10,22,FL
2016-01-17,31,FL
2016-01-24,38,FL
2016-01-31,52,FL
2016-02-07,30,FL
2016-02-14,7,FL
2016-02-21,22,FL
2016-02-28,23,FL
2016-03-06,23,FL
2016-03-13,30,FL
2016-03-20,16,FL
2016-03-27,23,FL
2016-04-03,31,FL
2016-04-10,16,FL
2016-04-17,39,FL
2016-04-24,32,FL
2016-05-01,8,FL
2016-05-08,8,FL
2016-05-15,32,FL
2016-05-22,33,FL
2016-05-29,16,FL
2016-06-05,31,FL
2016-06-12,48,FL
2016-06-19,48,FL
2016-06-26,24,FL
2016-07-03,17,FL
2016-07-10,57,FL
2016-07-17,17,FL
2016-07-24,33,FL
2016-07-31,100,FL
2016-08-07,26,FL
2016-08-14,26,FL
2016-08-21,25,FL
2016-08-28,31,FL
2016-09-04,32,FL
2016-09-11,55,FL
2016-09-18,39,FL
2016-09-25,23,FL
2016-10-02,23,FL
2016-10-09,47,FL
2016-10-16,24,FL
2016-10-23,39,FL
2016-10-30,23,FL
2016-11-06,22,FL
2016-11-13,38,FL
2016-11-20,40,FL
2016-11-27,50,FL
2016-12-04,42,FL
2016-12-11,30,FL
2016-12-18,47,FL
2016-12-25,60,FL
2017-01-01,66,FL
2017-01-08,57,FL
2017-01-15,42,FL
2017-01-22,47,FL
2017-01-29,27,FL
2017-02-05,41,FL
2017-02-12,27,FL
2017-02-19,20,FL
2017-02-26,13,FL
2017-03-05,52,FL
2017-03-12,52,FL
2017-03-19,7,FL
2017-03-26,48,FL
2017-04-02,20,FL
2017-04-09,42,FL
2017-04-16,28,FL
2017-04-23,21,FL
2017-04-30,65,FL
2017-05-07,14,FL
2017-05-14,53,FL
2017-05-21,23,FL
2017-05-28,23,FL
2017-06-04,65,FL
2017-06-11,37,FL
2017-06-18,29,FL
2017-06-25,38,FL
2017-07-02,79,FL
2017-07-09,38,FL
2017-07-16,81,FL
2017-07-23,22,FL
2017-07-30,36,FL
2017-08-06,44,FL
2017-08-13,37,FL
2017-08-20,49,FL
2017-08-27,21,FL
2017-09-03,27,FL
2017-09-10,34,FL
2017-09-17,21,FL
2017-09-24,63,FL
2017-10-01,55,FL
2017-10-08,35,FL
2017-10-15,21,FL
2017-10-22,43,FL
2017-10-29,14,FL
2017-11-05,49,FL
2017-11-12,76,FL
2017-11-19,29,FL
2017-11-26,81,FL
2017-12-03,81,FL
2017-12-10,42,FL
2017-12-17,29,FL
2017-12-24,29,FL
2017-12-31,49,FL
2018-01-07,33,FL
2018-01-14,40,FL
2018-01-21,53,FL
2018-01-28,46,FL
2018-02-04,39,FL
2018-02-11,7,FL
2018-02-18,45,FL
2018-02-25,13,FL
2018-03-04,20,FL
2018-03-11,20,FL
2018-03-18,34,FL
2018-03-25,87,FL
2018-04-01,32,FL
2018-04-08,26,FL
2018-04-15,33,FL
2018-04-22,7,FL
2018-04-29,34,FL
2018-05-06,27,FL
2018-05-13,47,FL
2018-05-20,61,FL
2018-05-27,28,FL
2018-06-03,41,FL
2018-06-10,20,FL
2018-06-17,62,FL
2018-06-24,28,FL
2018-07-01,14,FL
2018-07-08,27,FL
2018-07-15,35,FL
2018-07-22,34,FL
2018-07-29,7,FL
2018-08-05,55,FL
2018-08-12,42,FL
2018-08-19,62,FL
2018-08-26,27,FL
2018-09-02,34,FL
2018-09-09,34,FL
2018-09-16,34,FL
2018-09-23,40,FL
2018-09-30,48,FL
2018-10-07,33,FL
2018-10-14,21,FL
2018-10-21,34,FL
2018-10-28,49,FL
2018-11-04,26,FL
2018-11-11,47,FL
2018-11-18,56,FL
2018-11-25,80,FL
2018-12-02,61,FL
2018-12-09,54,FL
2018-12-16,54,FL
2018-12-23,51,FL
2018-12-30,48,FL
2015-01-04,28,GA
2015-01-11,41,GA
2015-01-18,28,GA
2015-01-25,41,GA
2015-02-01,26,GA
2015-02-08,27,GA
2015-02-15,41,GA
2015-02-22,13,GA
2015-03-01,26,GA
2015-03-08,0,GA
2015-03-15,28,GA
2015-03-22,46,GA
2015-03-29,28,GA
2015-04-05,30,GA
2015-04-12,14,GA
2015-04-19,0,GA
2015-04-26,29,GA
2015-05-03,57,GA
2015-05-10,15,GA
2015-05-17,30,GA
2015-05-24,16,GA
2015-05-31,16,GA
2015-06-07,31,GA
2015-06-14,32,GA
2015-06-21,57,GA
2015-06-28,26,GA
2015-07-05,40,GA
2015-07-12,26,GA
2015-07-19,53,GA
2015-07-26,13,GA
2015-08-02,13,GA
2015-08-09,0,GA
2015-08-16,13,GA
2015-08-23,25,GA
2015-08-30,13,GA
2015-09-06,65,GA
2015-09-13,38,GA
2015-09-20,13,GA
2015-09-27,13,GA
2015-10-04,39,GA
2015-10-11,13,GA
2015-10-18,13,GA
2015-10-25,0,GA
2015-11-01,49,GA
2015-11-08,13,GA
2015-11-15,12,GA
2015-11-22,14,GA
2015-11-29,48,GA
2015-12-06,49,GA
2015-12-13,37,GA
2015-12-20,65,GA
2015-12-27,51,GA
2016-01-03,44,GA
2016-01-10,0,GA
2016-01-17,32,GA
2016-01-24,32,GA
2016-01-31,21,GA
2016-02-07,21,GA
2016-02-14,11,GA
2016-02-21,32,GA
2016-02-28,72,GA
2016-03-06,10,GA
2016-03-13,30,GA
2016-03-20,20,GA
2016-03-27,10,GA
2016-04-03,32,GA
2016-04-10,42,GA
2016-04-17,10,GA
2016-04-24,30,GA
2016-05-01,11,GA
2016-05-08,43,GA
2016-05-15,53,GA
2016-05-22,34,GA
2016-05-29,11,GA
2016-06-05,11,GA
2016-06-12,44,GA
2016-06-19,22,GA
2016-06-26,44,GA
2016-07-03,35,GA
2016-07-10,57,GA
2016-07-17,0,GA
2016-07-24,0,GA
2016-07-31,0,GA
2016-08-07,0,GA
2016-08-14,23,GA
2016-08-21,45,GA
2016-08-28,32,GA
2016-09-04,43,GA
2016-09-11,11,GA
2016-09-18,42,GA
2016-09-25,32,GA
2016-10-02,10,GA
2016-10-09,11,GA
2016-10-16,0,GA
2016-10-23,11,GA
2016-10-30,10,GA
2016-11-06,10,GA
2016-11-13,41,GA
2016-11-20,55,GA
2016-11-27,58,GA
2016-12-04,58,GA
2016-12-11,39,GA
2016-12-18,31,GA
2016-12-25,21,GA
2017-01-01,80,GA
2017-01-08,29,GA
2017-01-15,48,GA
2017-01-22,10,GA
2017-01-29,48,GA
2017-02-05,29,GA
2017-02-12,0,GA
2017-02-19,37,GA
2017-02-26,62,GA
2017-03-05,9,GA
2017-03-12,36,GA
2017-03-19,18,GA
2017-03-26,0,GA
2017-04-02,29,GA
2017-04-09,10,GA
2017-04-16,19,GA
2017-04-23,19,GA
2017-04-30,10,GA
2017-05-07,20,GA
2017-05-14,21,GA
2017-05-21,32,GA
2017-05-28,100,GA
2017-06-04,32,GA
2017-06-11,65,GA
2017-06-18,21,GA
2017-06-25,0,GA
2017-07-02,46,GA
2017-07-09,11,GA
2017-07-16,22,GA
2017-07-23,22,GA
2017-07-30,21,GA
2017-08-06,41,GA
2017-08-13,61,GA
2017-08-20,30,GA
2017-08-27,81,GA
2017-09-03,0,GA
2017-09-10,40,GA
2017-09-17,51,GA
2017-09-24,10,GA
2017-10-01,10,GA
2017-10-08,0,GA
2017-10-15,20,GA
2017-10-22,40,GA
2017-10-29,69,GA
2017-11-05,29,GA
2017-11-12,19,GA
2017-11-19,21,GA
2017-11-26,37,GA
2017-12-03,28,GA
2017-12-10,39,GA
2017-12-17,71,GA
2017-12-24,32,GA
2017-12-31,50,GA
2018-01-07,0,GA
2018-01-14,47,GA
2018-01-21,19,GA
2018-01-28,19,GA
2018-02-04,28,GA
2018-02-11,47,GA
2018-02-18,9,GA
2018-02-25,18,GA
2018-03-04,18,GA
2018-03-11,9,GA
2018-03-18,37,GA
2018-03-25,9,GA
2018-04-01,0,GA
2018-04-08,38,GA
2018-04-15,28,GA
2018-04-22,19,GA
2018-04-29,29,GA
2018-05-06,19,GA
2018-05-13,0,GA
2018-05-20,45,GA
2018-05-27,11,GA
2018-06-03,20,GA
2018-06-10,48,GA
2018-06-17,69,GA
2018-06-24,50,GA
2018-07-01,41,GA
2018-07-08,0,GA
2018-07-15,30,GA
2018-07-22,20,GA
2018-07-29,10,GA
2018-08-05,39,GA
2018-08-12,10,GA
2018-08-19,48,GA
2018-08-26,46,GA
2018-09-02,19,GA
2018-09-09,18,GA
2018-09-16,9,GA
2018-09-23,9,GA
2018-09-30,28,GA
2018-10-07,19,GA
2018-10-14,19,GA
2018-10-21,10,GA
2018-10-28,58,GA
2018-11-04,44,GA
2018-11-11,28,GA
2018-11-18,61,GA
2018-11-25,54,GA
2018-12-02,78,GA
2018-12-09,59,GA
2018-12-16,71,GA
2018-12-23,69,GA
2018-12-30,33,GA
2015-01-04,23,HI
2015-01-11,23,HI
2015-01-18,45,HI
2015-01-25,23,HI
2015-02-01,22,HI
2015-02-08,33,HI
2015-02-15,26,HI
2015-02-22,28,HI
2015-03-01,22,HI
2015-03-08,45,HI
2015-03-15,46,HI
