date,omegle,isPartial,State
2017-11-01,20,False,AL
2017-12-01,16,False,AL
2018-01-01,10,False,AL
2018-02-01,15,False,AL
2018-03-01,11,False,AL
2018-04-01,19,False,AL
2018-05-01,15,False,AL
2018-06-01,18,False,AL
2018-07-01,22,False,AL
2018-08-01,17,False,AL
2018-09-01,11,False,AL
2018-10-01,11,False,AL
2018-11-01,22,False,AL
2018-12-01,12,False,AL
2019-01-01,20,False,AL
2011-01-01,38,False,AK
2011-02-01,29,False,AK
2011-03-01,42,False,AK
2011-04-01,59,False,AK
2011-05-01,28,False,AK
2011-06-01,28,False,AK
2011-07-01,34,False,AK
2011-08-01,52,False,AK
2011-09-01,31,False,AK
2011-10-01,55,False,AK
2011-11-01,20,False,AK
2011-12-01,45,False,AK
2012-01-01,66,False,AK
2012-02-01,68,False,AK
2012-03-01,30,False,AK
2012-04-01,35,False,AK
2012-05-01,61,False,AK
2012-06-01,39,False,AK
2012-07-01,42,False,AK
2012-08-01,48,False,AK
2012-09-01,36,False,AK
2012-10-01,57,False,AK
2012-11-01,67,False,AK
2012-12-01,83,False,AK
2013-01-01,39,False,AK
2013-02-01,97,False,AK
2013-03-01,76,False,AK
2013-04-01,53,False,AK
2013-05-01,66,False,AK
2013-06-01,70,False,AK
2013-07-01,78,False,AK
2013-08-01,58,False,AK
2013-09-01,73,False,AK
2013-10-01,44,False,AK
2013-11-01,58,False,AK
2013-12-01,65,False,AK
2014-01-01,61,False,AK
2014-02-01,52,False,AK
2014-03-01,82,False,AK
2014-04-01,70,False,AK
2014-05-01,48,False,AK
2014-06-01,46,False,AK
2014-07-01,100,False,AK
2014-08-01,43,False,AK
2014-09-01,74,False,AK
2014-10-01,64,False,AK
2014-11-01,59,False,AK
2014-12-01,82,False,AK
2015-01-01,36,False,AK
2015-02-01,34,False,AK
2015-03-01,83,False,AK
2015-04-01,43,False,AK
2015-05-01,38,False,AK
2015-06-01,67,False,AK
2015-07-01,43,False,AK
2015-08-01,50,False,AK
2015-09-01,50,False,AK
2015-10-01,61,False,AK
2015-11-01,38,False,AK
2015-12-01,30,False,AK
2016-01-01,39,False,AK
2016-02-01,41,False,AK
2016-03-01,24,False,AK
2016-04-01,10,False,AK
2016-05-01,18,False,AK
2016-06-01,36,False,AK
2016-07-01,28,False,AK
2016-08-01,24,False,AK
2016-09-01,20,False,AK
2016-10-01,34,False,AK
2016-11-01,17,False,AK
2016-12-01,41,False,AK
2017-01-01,17,False,AK
2017-02-01,7,False,AK
2017-03-01,13,False,AK
2017-04-01,13,False,AK
2017-05-01,10,False,AK
2017-06-01,37,False,AK
2017-07-01,14,False,AK
2017-08-01,26,False,AK
2017-09-01,10,False,AK
2017-10-01,23,False,AK
2017-11-01,0,False,AK
2017-12-01,17,False,AK
2018-01-01,13,False,AK
2018-02-01,21,False,AK
2018-03-01,6,False,AK
2018-04-01,13,False,AK
2018-05-01,10,False,AK
2018-06-01,13,False,AK
2018-07-01,20,False,AK
2018-08-01,16,False,AK
2018-09-01,24,False,AK
2018-10-01,9,False,AK
2018-11-01,9,False,AK
2018-12-01,14,False,AK
2019-01-01,23,False,AK
2011-01-01,25,False,AZ
2011-02-01,27,False,AZ
2011-03-01,36,False,AZ
2011-04-01,34,False,AZ
2011-05-01,33,False,AZ
2011-06-01,48,False,AZ
2011-07-01,41,False,AZ
2011-08-01,49,False,AZ
2011-09-01,43,False,AZ
2011-10-01,39,False,AZ
2011-11-01,29,False,AZ
2011-12-01,51,False,AZ
2012-01-01,46,False,AZ
2012-02-01,43,False,AZ
2012-03-01,42,False,AZ
2012-04-01,55,False,AZ
2012-05-01,39,False,AZ
2012-06-01,44,False,AZ
2012-07-01,41,False,AZ
2012-08-01,40,False,AZ
2012-09-01,36,False,AZ
2012-10-01,53,False,AZ
2012-11-01,56,False,AZ
2012-12-01,78,False,AZ
2013-01-01,76,False,AZ
2013-02-01,67,False,AZ
2013-03-01,74,False,AZ
2013-04-01,74,False,AZ
2013-05-01,69,False,AZ
2013-06-01,97,False,AZ
2013-07-01,95,False,AZ
2013-08-01,74,False,AZ
2013-09-01,68,False,AZ
2013-10-01,69,False,AZ
2013-11-01,75,False,AZ
2013-12-01,74,False,AZ
2014-01-01,65,False,AZ
2014-02-01,70,False,AZ
2014-03-01,95,False,AZ
2014-04-01,55,False,AZ
2014-05-01,63,False,AZ
2014-06-01,67,False,AZ
2014-07-01,74,False,AZ
2014-08-01,89,False,AZ
2014-09-01,72,False,AZ
2014-10-01,70,False,AZ
2014-11-01,73,False,AZ
2014-12-01,84,False,AZ
2015-01-01,68,False,AZ
2015-02-01,61,False,AZ
2015-03-01,73,False,AZ
2015-04-01,71,False,AZ
2015-05-01,73,False,AZ
2015-06-01,99,False,AZ
2015-07-01,100,False,AZ
2015-08-01,70,False,AZ
2015-09-01,60,False,AZ
2015-10-01,66,False,AZ
2015-11-01,48,False,AZ
2015-12-01,57,False,AZ
2016-01-01,43,False,AZ
2016-02-01,37,False,AZ
2016-03-01,36,False,AZ
2016-04-01,37,False,AZ
2016-05-01,49,False,AZ
2016-06-01,51,False,AZ
2016-07-01,46,False,AZ
2016-08-01,30,False,AZ
2016-09-01,35,False,AZ
2016-10-01,32,False,AZ
2016-11-01,30,False,AZ
2016-12-01,27,False,AZ
2017-01-01,28,False,AZ
2017-02-01,25,False,AZ
2017-03-01,27,False,AZ
2017-04-01,28,False,AZ
2017-05-01,30,False,AZ
2017-06-01,36,False,AZ
2017-07-01,31,False,AZ
2017-08-01,26,False,AZ
2017-09-01,20,False,AZ
2017-10-01,21,False,AZ
2017-11-01,20,False,AZ
2017-12-01,21,False,AZ
2018-01-01,25,False,AZ
2018-02-01,22,False,AZ
2018-03-01,17,False,AZ
2018-04-01,18,False,AZ
2018-05-01,25,False,AZ
2018-06-01,30,False,AZ
2018-07-01,32,False,AZ
2018-08-01,23,False,AZ
2018-09-01,22,False,AZ
2018-10-01,19,False,AZ
2018-11-01,19,False,AZ
2018-12-01,18,False,AZ
2019-01-01,26,False,AZ
2011-01-01,14,False,AR
2011-02-01,17,False,AR
2011-03-01,29,False,AR
2011-04-01,44,False,AR
2011-05-01,22,False,AR
2011-06-01,53,False,AR
2011-07-01,58,False,AR
2011-08-01,41,False,AR
2011-09-01,38,False,AR
2011-10-01,28,False,AR
2011-11-01,49,False,AR
2011-12-01,39,False,AR
2012-01-01,65,False,AR
2012-02-01,38,False,AR
2012-03-01,33,False,AR
2012-04-01,36,False,AR
2012-05-01,53,False,AR
2012-06-01,40,False,AR
2012-07-01,38,False,AR
2012-08-01,23,False,AR
2012-09-01,30,False,AR
2012-10-01,42,False,AR
2012-11-01,42,False,AR
2012-12-01,62,False,AR
2013-01-01,60,False,AR
2013-02-01,69,False,AR
2013-03-01,92,False,AR
2013-04-01,56,False,AR
2013-05-01,70,False,AR
2013-06-01,73,False,AR
2013-07-01,72,False,AR
2013-08-01,100,False,AR
2013-09-01,62,False,AR
2013-10-01,49,False,AR
2013-11-01,55,False,AR
2013-12-01,76,False,AR
2014-01-01,89,False,AR
2014-02-01,48,False,AR
2014-03-01,69,False,AR
2014-04-01,43,False,AR
2014-05-01,49,False,AR
2014-06-01,62,False,AR
2014-07-01,41,False,AR
2014-08-01,66,False,AR
2014-09-01,58,False,AR
2014-10-01,53,False,AR
2014-11-01,58,False,AR
2014-12-01,50,False,AR
2015-01-01,64,False,AR
2015-02-01,42,False,AR
2015-03-01,68,False,AR
2015-04-01,42,False,AR
2015-05-01,71,False,AR
2015-06-01,73,False,AR
2015-07-01,60,False,AR
2015-08-01,42,False,AR
2015-09-01,47,False,AR
2015-10-01,40,False,AR
2015-11-01,45,False,AR
2015-12-01,29,False,AR
2016-01-01,33,False,AR
2016-02-01,32,False,AR
2016-03-01,31,False,AR
2016-04-01,28,False,AR
2016-05-01,32,False,AR
2016-06-01,32,False,AR
2016-07-01,42,False,AR
2016-08-01,30,False,AR
2016-09-01,17,False,AR
2016-10-01,32,False,AR
2016-11-01,20,False,AR
2016-12-01,36,False,AR
2017-01-01,29,False,AR
2017-02-01,22,False,AR
2017-03-01,19,False,AR
2017-04-01,16,False,AR
2017-05-01,28,False,AR
2017-06-01,32,False,AR
2017-07-01,34,False,AR
2017-08-01,19,False,AR
2017-09-01,13,False,AR
2017-10-01,11,False,AR
2017-11-01,16,False,AR
2017-12-01,17,False,AR
2018-01-01,15,False,AR
2018-02-01,18,False,AR
2018-03-01,21,False,AR
2018-04-01,12,False,AR
2018-05-01,14,False,AR
2018-06-01,19,False,AR
2018-07-01,26,False,AR
2018-08-01,10,False,AR
2018-09-01,16,False,AR
2018-10-01,9,False,AR
2018-11-01,15,False,AR
2018-12-01,22,False,AR
2019-01-01,15,False,AR
2011-01-01,37,False,CA
2011-02-01,39,False,CA
2011-03-01,36,False,CA
2011-04-01,43,False,CA
2011-05-01,37,False,CA
2011-06-01,52,False,CA
2011-07-01,54,False,CA
2011-08-01,53,False,CA
2011-09-01,40,False,CA
2011-10-01,37,False,CA
2011-11-01,37,False,CA
2011-12-01,49,False,CA
2012-01-01,48,False,CA
2012-02-01,44,False,CA
2012-03-01,44,False,CA
2012-04-01,52,False,CA
2012-05-01,46,False,CA
2012-06-01,42,False,CA
2012-07-01,49,False,CA
2012-08-01,46,False,CA
2012-09-01,35,False,CA
2012-10-01,53,False,CA
2012-11-01,70,False,CA
2012-12-01,79,False,CA
2013-01-01,86,False,CA
2013-02-01,74,False,CA
2013-03-01,78,False,CA
2013-04-01,78,False,CA
2013-05-01,76,False,CA
2013-06-01,93,False,CA
2013-07-01,100,False,CA
2013-08-01,91,False,CA
2013-09-01,70,False,CA
2013-10-01,68,False,CA
2013-11-01,79,False,CA
2013-12-01,87,False,CA
2014-01-01,82,False,CA
2014-02-01,76,False,CA
2014-03-01,78,False,CA
2014-04-01,71,False,CA
2014-05-01,67,False,CA
2014-06-01,77,False,CA
2014-07-01,85,False,CA
2014-08-01,86,False,CA
2014-09-01,75,False,CA
2014-10-01,66,False,CA
2014-11-01,70,False,CA
2014-12-01,76,False,CA
2015-01-01,67,False,CA
2015-02-01,57,False,CA
2015-03-01,63,False,CA
2015-04-01,58,False,CA
2015-05-01,58,False,CA
2015-06-01,63,False,CA
2015-07-01,67,False,CA
2015-08-01,64,False,CA
2015-09-01,51,False,CA
2015-10-01,51,False,CA
2015-11-01,45,False,CA
2015-12-01,46,False,CA
2016-01-01,42,False,CA
2016-02-01,38,False,CA
2016-03-01,35,False,CA
2016-04-01,40,False,CA
2016-05-01,39,False,CA
2016-06-01,43,False,CA
2016-07-01,41,False,CA
2016-08-01,36,False,CA
2016-09-01,28,False,CA
2016-10-01,32,False,CA
2016-11-01,29,False,CA
2016-12-01,32,False,CA
2017-01-01,30,False,CA
2017-02-01,29,False,CA
2017-03-01,26,False,CA
2017-04-01,26,False,CA
2017-05-01,26,False,CA
2017-06-01,28,False,CA
2017-07-01,30,False,CA
2017-08-01,23,False,CA
2017-09-01,21,False,CA
2017-10-01,19,False,CA
2017-11-01,21,False,CA
2017-12-01,24,False,CA
2018-01-01,21,False,CA
2018-02-01,19,False,CA
2018-03-01,18,False,CA
2018-04-01,20,False,CA
2018-05-01,19,False,CA
2018-06-01,22,False,CA
2018-07-01,24,False,CA
2018-08-01,19,False,CA
2018-09-01,16,False,CA
2018-10-01,18,False,CA
2018-11-01,18,False,CA
2018-12-01,20,False,CA
2019-01-01,24,False,CA
2011-01-01,32,False,CO
2011-02-01,37,False,CO
2011-03-01,32,False,CO
2011-04-01,44,False,CO
2011-05-01,32,False,CO
2011-06-01,37,False,CO
2011-07-01,52,False,CO
2011-08-01,45,False,CO
2011-09-01,35,False,CO
2011-10-01,37,False,CO
2011-11-01,42,False,CO
2011-12-01,47,False,CO
2012-01-01,46,False,CO
2012-02-01,40,False,CO
2012-03-01,58,False,CO
2012-04-01,51,False,CO
2012-05-01,52,False,CO
2012-06-01,50,False,CO
2012-07-01,35,False,CO
2012-08-01,44,False,CO
2012-09-01,26,False,CO
2012-10-01,54,False,CO
2012-11-01,50,False,CO
2012-12-01,75,False,CO
2013-01-01,67,False,CO
2013-02-01,72,False,CO
2013-03-01,76,False,CO
2013-04-01,74,False,CO
2013-05-01,65,False,CO
2013-06-01,72,False,CO
2013-07-01,97,False,CO
2013-08-01,100,False,CO
2013-09-01,71,False,CO
2013-10-01,65,False,CO
2013-11-01,87,False,CO
2013-12-01,92,False,CO
2014-01-01,75,False,CO
2014-02-01,68,False,CO
2014-03-01,84,False,CO
2014-04-01,65,False,CO
2014-05-01,73,False,CO
2014-06-01,74,False,CO
2014-07-01,73,False,CO
2014-08-01,69,False,CO
2014-09-01,67,False,CO
2014-10-01,55,False,CO
2014-11-01,68,False,CO
2014-12-01,65,False,CO
2015-01-01,68,False,CO
2015-02-01,67,False,CO
2015-03-01,72,False,CO
2015-04-01,66,False,CO
2015-05-01,69,False,CO
2015-06-01,82,False,CO
2015-07-01,73,False,CO
2015-08-01,65,False,CO
2015-09-01,52,False,CO
2015-10-01,54,False,CO
2015-11-01,50,False,CO
2015-12-01,57,False,CO
2016-01-01,47,False,CO
2016-02-01,48,False,CO
2016-03-01,34,False,CO
2016-04-01,44,False,CO
2016-05-01,34,False,CO
2016-06-01,41,False,CO
2016-07-01,48,False,CO
2016-08-01,45,False,CO
2016-09-01,28,False,CO
2016-10-01,27,False,CO
2016-11-01,26,False,CO
2016-12-01,29,False,CO
2017-01-01,30,False,CO
2017-02-01,28,False,CO
2017-03-01,23,False,CO
2017-04-01,30,False,CO
2017-05-01,28,False,CO
2017-06-01,32,False,CO
2017-07-01,29,False,CO
2017-08-01,24,False,CO
2017-09-01,20,False,CO
2017-10-01,19,False,CO
2017-11-01,27,False,CO
2017-12-01,28,False,CO
2018-01-01,22,False,CO
2018-02-01,22,False,CO
2018-03-01,19,False,CO
2018-04-01,21,False,CO
2018-05-01,24,False,CO
2018-06-01,30,False,CO
2018-07-01,23,False,CO
2018-08-01,17,False,CO
2018-09-01,17,False,CO
2018-10-01,20,False,CO
2018-11-01,14,False,CO
2018-12-01,25,False,CO
2019-01-01,36,False,CO
2011-01-01,52,False,CT
2011-02-01,54,False,CT
2011-03-01,53,False,CT
2011-04-01,73,False,CT
2011-05-01,54,False,CT
2011-06-01,81,False,CT
2011-07-01,72,False,CT
2011-08-01,95,False,CT
2011-09-01,50,False,CT
2011-10-01,44,False,CT
2011-11-01,54,False,CT
2011-12-01,64,False,CT
2012-01-01,52,False,CT
2012-02-01,59,False,CT
2012-03-01,58,False,CT
2012-04-01,72,False,CT
2012-05-01,60,False,CT
2012-06-01,68,False,CT
2012-07-01,51,False,CT
2012-08-01,61,False,CT
2012-09-01,45,False,CT
2012-10-01,60,False,CT
2012-11-01,83,False,CT
2012-12-01,60,False,CT
2013-01-01,63,False,CT
2013-02-01,89,False,CT
2013-03-01,86,False,CT
2013-04-01,65,False,CT
2013-05-01,74,False,CT
2013-06-01,75,False,CT
2013-07-01,86,False,CT
2013-08-01,100,False,CT
2013-09-01,72,False,CT
2013-10-01,55,False,CT
2013-11-01,69,False,CT
2013-12-01,79,False,CT
2014-01-01,68,False,CT
2014-02-01,94,False,CT
2014-03-01,74,False,CT
2014-04-01,56,False,CT
2014-05-01,48,False,CT
2014-06-01,67,False,CT
2014-07-01,74,False,CT
2014-08-01,82,False,CT
2014-09-01,61,False,CT
2014-10-01,61,False,CT
2014-11-01,64,False,CT
2014-12-01,62,False,CT
2015-01-01,54,False,CT
2015-02-01,66,False,CT
2015-03-01,67,False,CT
2015-04-01,59,False,CT
2015-05-01,55,False,CT
2015-06-01,58,False,CT
2015-07-01,56,False,CT
2015-08-01,65,False,CT
2015-09-01,51,False,CT
2015-10-01,44,False,CT
2015-11-01,55,False,CT
2015-12-01,40,False,CT
2016-01-01,36,False,CT
2016-02-01,43,False,CT
2016-03-01,35,False,CT
2016-04-01,27,False,CT
2016-05-01,36,False,CT
2016-06-01,40,False,CT
2016-07-01,35,False,CT
2016-08-01,41,False,CT
2016-09-01,26,False,CT
2016-10-01,21,False,CT
2016-11-01,29,False,CT
2016-12-01,28,False,CT
2017-01-01,21,False,CT
2017-02-01,30,False,CT
2017-03-01,22,False,CT
2017-04-01,25,False,CT
2017-05-01,17,False,CT
2017-06-01,28,False,CT
2017-07-01,23,False,CT
2017-08-01,22,False,CT
2017-09-01,13,False,CT
2017-10-01,25,False,CT
2017-11-01,20,False,CT
2017-12-01,13,False,CT
2018-01-01,16,False,CT
2018-02-01,15,False,CT
2018-03-01,20,False,CT
2018-04-01,19,False,CT
2018-05-01,18,False,CT
2018-06-01,17,False,CT
2018-07-01,18,False,CT
2018-08-01,16,False,CT
2018-09-01,11,False,CT
2018-10-01,9,False,CT
2018-11-01,14,False,CT
2018-12-01,14,False,CT
2019-01-01,18,False,CT
2011-01-01,49,False,DC
2011-02-01,38,False,DC
2011-03-01,11,False,DC
2011-04-01,40,False,DC
2011-05-01,33,False,DC
2011-06-01,28,False,DC
2011-07-01,31,False,DC
2011-08-01,44,False,DC
2011-09-01,29,False,DC
2011-10-01,34,False,DC
2011-11-01,35,False,DC
2011-12-01,27,False,DC
2012-01-01,51,False,DC
2012-02-01,39,False,DC
2012-03-01,42,False,DC
2012-04-01,47,False,DC
2012-05-01,43,False,DC
2012-06-01,37,False,DC
2012-07-01,41,False,DC
2012-08-01,24,False,DC
2012-09-01,31,False,DC
2012-10-01,43,False,DC
2012-11-01,87,False,DC
2012-12-01,83,False,DC
2013-01-01,76,False,DC
2013-02-01,77,False,DC
2013-03-01,50,False,DC
2013-04-01,74,False,DC
2013-05-01,53,False,DC
2013-06-01,79,False,DC
2013-07-01,62,False,DC
2013-08-01,45,False,DC
2013-09-01,32,False,DC
2013-10-01,20,False,DC
2013-11-01,62,False,DC
2013-12-01,19,False,DC
2014-01-01,75,False,DC
2014-02-01,44,False,DC
2014-03-01,70,False,DC
2014-04-01,48,False,DC
2014-05-01,50,False,DC
2014-06-01,49,False,DC
2014-07-01,56,False,DC
2014-08-01,67,False,DC
2014-09-01,62,False,DC
2014-10-01,54,False,DC
2014-11-01,58,False,DC
2014-12-01,78,False,DC
2015-01-01,63,False,DC
2015-02-01,83,False,DC
2015-03-01,50,False,DC
2015-04-01,61,False,DC
2015-05-01,43,False,DC
2015-06-01,54,False,DC
2015-07-01,100,False,DC
2015-08-01,64,False,DC
2015-09-01,61,False,DC
2015-10-01,59,False,DC
2015-11-01,39,False,DC
2015-12-01,51,False,DC
2016-01-01,43,False,DC
2016-02-01,26,False,DC
2016-03-01,27,False,DC
2016-04-01,27,False,DC
2016-05-01,17,False,DC
2016-06-01,27,False,DC
2016-07-01,24,False,DC
2016-08-01,43,False,DC
2016-09-01,47,False,DC
2016-10-01,14,False,DC
2016-11-01,27,False,DC
2016-12-01,21,False,DC
2017-01-01,22,False,DC
2017-02-01,37,False,DC
2017-03-01,30,False,DC
2017-04-01,25,False,DC
2017-05-01,18,False,DC
2017-06-01,9,False,DC
2017-07-01,31,False,DC
2017-08-01,25,False,DC
2017-09-01,21,False,DC
2017-10-01,19,False,DC
2017-11-01,12,False,DC
2017-12-01,18,False,DC
2018-01-01,22,False,DC
2018-02-01,16,False,DC
2018-03-01,5,False,DC
2018-04-01,33,False,DC
2018-05-01,25,False,DC
2018-06-01,5,False,DC
2018-07-01,5,False,DC
2018-08-01,26,False,DC
2018-09-01,10,False,DC
2018-10-01,14,False,DC
2018-11-01,5,False,DC
2018-12-01,5,False,DC
2019-01-01,19,False,DC
2011-01-01,38,False,DE
2011-02-01,35,False,DE
2011-03-01,26,False,DE
2011-04-01,28,False,DE
2011-05-01,54,False,DE
2011-06-01,18,False,DE
2011-07-01,41,False,DE
2011-08-01,80,False,DE
2011-09-01,16,False,DE
2011-10-01,15,False,DE
2011-11-01,56,False,DE
2011-12-01,20,False,DE
2012-01-01,57,False,DE
2012-02-01,38,False,DE
2012-03-01,43,False,DE
2012-04-01,30,False,DE
2012-05-01,37,False,DE
2012-06-01,36,False,DE
2012-07-01,28,False,DE
2012-08-01,23,False,DE
2012-09-01,36,False,DE
2012-10-01,41,False,DE
2012-11-01,38,False,DE
2012-12-01,84,False,DE
2013-01-01,50,False,DE
2013-02-01,64,False,DE
2013-03-01,36,False,DE
2013-04-01,64,False,DE
2013-05-01,44,False,DE
2013-06-01,44,False,DE
2013-07-01,99,False,DE
2013-08-01,100,False,DE
2013-09-01,50,False,DE
2013-10-01,55,False,DE
2013-11-01,56,False,DE
2013-12-01,24,False,DE
2014-01-01,71,False,DE
2014-02-01,47,False,DE
2014-03-01,66,False,DE
2014-04-01,53,False,DE
2014-05-01,62,False,DE
2014-06-01,43,False,DE
2014-07-01,42,False,DE
2014-08-01,40,False,DE
2014-09-01,26,False,DE
2014-10-01,48,False,DE
2014-11-01,43,False,DE
2014-12-01,36,False,DE
2015-01-01,31,False,DE
2015-02-01,33,False,DE
2015-03-01,27,False,DE
2015-04-01,44,False,DE
2015-05-01,61,False,DE
2015-06-01,36,False,DE
2015-07-01,34,False,DE
2015-08-01,64,False,DE
2015-09-01,49,False,DE
2015-10-01,34,False,DE
2015-11-01,23,False,DE
2015-12-01,12,False,DE
2016-01-01,44,False,DE
2016-02-01,28,False,DE
2016-03-01,29,False,DE
2016-04-01,34,False,DE
2016-05-01,23,False,DE
2016-06-01,34,False,DE
2016-07-01,40,False,DE
2016-08-01,25,False,DE
2016-09-01,18,False,DE
2016-10-01,16,False,DE
2016-11-01,25,False,DE
2016-12-01,17,False,DE
2017-01-01,12,False,DE
2017-02-01,17,False,DE
2017-03-01,20,False,DE
2017-04-01,29,False,DE
2017-05-01,23,False,DE
2017-06-01,13,False,DE
2017-07-01,5,False,DE
2017-08-01,16,False,DE
2017-09-01,11,False,DE
2017-10-01,9,False,DE
2017-11-01,7,False,DE
2017-12-01,15,False,DE
2018-01-01,22,False,DE
2018-02-01,14,False,DE
2018-03-01,11,False,DE
2018-04-01,13,False,DE
2018-05-01,15,False,DE
2018-06-01,18,False,DE
2018-07-01,6,False,DE
2018-08-01,17,False,DE
2018-09-01,22,False,DE
2018-10-01,11,False,DE
2018-11-01,2,False,DE
2018-12-01,11,False,DE
2019-01-01,9,False,DE
2011-01-01,31,False,FL
2011-02-01,30,False,FL
2011-03-01,35,False,FL
2011-04-01,39,False,FL
2011-05-01,31,False,FL
2011-06-01,49,False,FL
2011-07-01,60,False,FL
2011-08-01,54,False,FL
2011-09-01,44,False,FL
2011-10-01,39,False,FL
2011-11-01,44,False,FL
2011-12-01,47,False,FL
2012-01-01,43,False,FL
2012-02-01,44,False,FL
2012-03-01,45,False,FL
2012-04-01,47,False,FL
2012-05-01,48,False,FL
2012-06-01,44,False,FL
2012-07-01,41,False,FL
2012-08-01,39,False,FL
2012-09-01,37,False,FL
2012-10-01,54,False,FL
2012-11-01,57,False,FL
2012-12-01,67,False,FL
2013-01-01,66,False,FL
2013-02-01,59,False,FL
2013-03-01,70,False,FL
2013-04-01,54,False,FL
2013-05-01,61,False,FL
2013-06-01,79,False,FL
2013-07-01,100,False,FL
2013-08-01,85,False,FL
2013-09-01,61,False,FL
2013-10-01,62,False,FL
2013-11-01,64,False,FL
2013-12-01,81,False,FL
2014-01-01,65,False,FL
2014-02-01,64,False,FL
2014-03-01,71,False,FL
2014-04-01,56,False,FL
2014-05-01,51,False,FL
2014-06-01,66,False,FL
2014-07-01,74,False,FL
2014-08-01,75,False,FL
2014-09-01,63,False,FL
2014-10-01,58,False,FL
2014-11-01,59,False,FL
2014-12-01,56,False,FL
2015-01-01,60,False,FL
2015-02-01,55,False,FL
2015-03-01,53,False,FL
2015-04-01,53,False,FL
2015-05-01,53,False,FL
2015-06-01,60,False,FL
2015-07-01,58,False,FL
2015-08-01,53,False,FL
2015-09-01,41,False,FL
2015-10-01,40,False,FL
2015-11-01,43,False,FL
2015-12-01,38,False,FL
2016-01-01,31,False,FL
2016-02-01,31,False,FL
2016-03-01,34,False,FL
2016-04-01,33,False,FL
2016-05-01,32,False,FL
2016-06-01,36,False,FL
2016-07-01,39,False,FL
2016-08-01,34,False,FL
2016-09-01,26,False,FL
2016-10-01,26,False,FL
2016-11-01,26,False,FL
2016-12-01,22,False,FL
2017-01-01,27,False,FL
2017-02-01,21,False,FL
2017-03-01,23,False,FL
2017-04-01,24,False,FL
2017-05-01,23,False,FL
2017-06-01,27,False,FL
2017-07-01,23,False,FL
2017-08-01,17,False,FL
2017-09-01,18,False,FL
2017-10-01,16,False,FL
2017-11-01,18,False,FL
2017-12-01,19,False,FL
2018-01-01,19,False,FL
2018-02-01,17,False,FL
2018-03-01,21,False,FL
2018-04-01,14,False,FL
2018-05-01,18,False,FL
2018-06-01,22,False,FL
2018-07-01,24,False,FL
2018-08-01,17,False,FL
2018-09-01,17,False,FL
2018-10-01,15,False,FL
2018-11-01,16,False,FL
2018-12-01,14,False,FL
2019-01-01,18,False,FL
2011-01-01,39,False,GA
2011-02-01,28,False,GA
2011-03-01,41,False,GA
2011-04-01,42,False,GA
2011-05-01,40,False,GA
2011-06-01,45,False,GA
2011-07-01,68,False,GA
2011-08-01,52,False,GA
2011-09-01,44,False,GA
2011-10-01,34,False,GA
2011-11-01,37,False,GA
2011-12-01,51,False,GA
2012-01-01,55,False,GA
2012-02-01,52,False,GA
2012-03-01,50,False,GA
2012-04-01,49,False,GA
2012-05-01,54,False,GA
2012-06-01,41,False,GA
2012-07-01,43,False,GA
2012-08-01,40,False,GA
2012-09-01,33,False,GA
