date,blood drive,isPartial,State
2017-02-01,0,False,AK
2017-03-01,39,False,AK
2017-04-01,41,False,AK
2017-05-01,0,False,AK
2017-06-01,0,False,AK
2017-07-01,0,False,AK
2017-08-01,0,False,AK
2017-09-01,42,False,AK
2017-10-01,41,False,AK
2017-11-01,0,False,AK
2017-12-01,41,False,AK
2018-01-01,0,False,AK
2018-02-01,43,False,AK
2018-03-01,0,False,AK
2018-04-01,0,False,AK
2018-05-01,40,False,AK
2018-06-01,0,False,AK
2018-07-01,0,False,AK
2018-08-01,0,False,AK
2018-09-01,0,False,AK
2018-10-01,0,False,AK
2018-11-01,0,False,AK
2018-12-01,0,False,AK
2019-01-01,0,False,AK
2011-01-01,0,False,AZ
2011-02-01,0,False,AZ
2011-03-01,0,False,AZ
2011-04-01,47,False,AZ
2011-05-01,0,False,AZ
2011-06-01,16,False,AZ
2011-07-01,0,False,AZ
2011-08-01,15,False,AZ
2011-09-01,32,False,AZ
2011-10-01,45,False,AZ
2011-11-01,58,False,AZ
2011-12-01,43,False,AZ
2012-01-01,40,False,AZ
2012-02-01,28,False,AZ
2012-03-01,0,False,AZ
2012-04-01,13,False,AZ
2012-05-01,39,False,AZ
2012-06-01,14,False,AZ
2012-07-01,53,False,AZ
2012-08-01,51,False,AZ
2012-09-01,12,False,AZ
2012-10-01,36,False,AZ
2012-11-01,36,False,AZ
2012-12-01,0,False,AZ
2013-01-01,52,False,AZ
2013-02-01,0,False,AZ
2013-03-01,10,False,AZ
2013-04-01,20,False,AZ
2013-05-01,31,False,AZ
2013-06-01,23,False,AZ
2013-07-01,46,False,AZ
2013-08-01,33,False,AZ
2013-09-01,67,False,AZ
2013-10-01,11,False,AZ
2013-11-01,67,False,AZ
2013-12-01,10,False,AZ
2014-01-01,28,False,AZ
2014-02-01,52,False,AZ
2014-03-01,48,False,AZ
2014-04-01,47,False,AZ
2014-05-01,19,False,AZ
2014-06-01,23,False,AZ
2014-07-01,12,False,AZ
2014-08-01,56,False,AZ
2014-09-01,43,False,AZ
2014-10-01,43,False,AZ
2014-11-01,23,False,AZ
2014-12-01,44,False,AZ
2015-01-01,63,False,AZ
2015-02-01,23,False,AZ
2015-03-01,31,False,AZ
2015-04-01,32,False,AZ
2015-05-01,11,False,AZ
2015-06-01,0,False,AZ
2015-07-01,11,False,AZ
2015-08-01,10,False,AZ
2015-09-01,31,False,AZ
2015-10-01,29,False,AZ
2015-11-01,10,False,AZ
2015-12-01,20,False,AZ
2016-01-01,9,False,AZ
2016-02-01,18,False,AZ
2016-03-01,8,False,AZ
2016-04-01,52,False,AZ
2016-05-01,27,False,AZ
2016-06-01,37,False,AZ
2016-07-01,37,False,AZ
2016-08-01,37,False,AZ
2016-09-01,26,False,AZ
2016-10-01,52,False,AZ
2016-11-01,33,False,AZ
2016-12-01,16,False,AZ
2017-01-01,93,False,AZ
2017-02-01,32,False,AZ
2017-03-01,29,False,AZ
2017-04-01,8,False,AZ
2017-05-01,47,False,AZ
2017-06-01,76,False,AZ
2017-07-01,100,False,AZ
2017-08-01,45,False,AZ
2017-09-01,53,False,AZ
2017-10-01,60,False,AZ
2017-11-01,8,False,AZ
2017-12-01,23,False,AZ
2018-01-01,36,False,AZ
2018-02-01,38,False,AZ
2018-03-01,21,False,AZ
2018-04-01,44,False,AZ
2018-05-01,22,False,AZ
2018-06-01,63,False,AZ
2018-07-01,38,False,AZ
2018-08-01,44,False,AZ
2018-09-01,45,False,AZ
2018-10-01,22,False,AZ
2018-11-01,59,False,AZ
2018-12-01,15,False,AZ
2019-01-01,49,False,AZ
2011-01-01,21,False,AR
2011-02-01,0,False,AR
2011-03-01,0,False,AR
2011-04-01,0,False,AR
2011-05-01,0,False,AR
2011-06-01,0,False,AR
2011-07-01,0,False,AR
2011-08-01,0,False,AR
2011-09-01,0,False,AR
2011-10-01,0,False,AR
2011-11-01,0,False,AR
2011-12-01,0,False,AR
2012-01-01,0,False,AR
2012-02-01,0,False,AR
2012-03-01,0,False,AR
2012-04-01,0,False,AR
2012-05-01,19,False,AR
2012-06-01,0,False,AR
2012-07-01,37,False,AR
2012-08-01,18,False,AR
2012-09-01,0,False,AR
2012-10-01,17,False,AR
2012-11-01,0,False,AR
2012-12-01,17,False,AR
2013-01-01,0,False,AR
2013-02-01,0,False,AR
2013-03-01,0,False,AR
2013-04-01,46,False,AR
2013-05-01,0,False,AR
2013-06-01,17,False,AR
2013-07-01,16,False,AR
2013-08-01,15,False,AR
2013-09-01,0,False,AR
2013-10-01,14,False,AR
2013-11-01,0,False,AR
2013-12-01,14,False,AR
2014-01-01,0,False,AR
2014-02-01,40,False,AR
2014-03-01,0,False,AR
2014-04-01,13,False,AR
2014-05-01,41,False,AR
2014-06-01,0,False,AR
2014-07-01,16,False,AR
2014-08-01,15,False,AR
2014-09-01,29,False,AR
2014-10-01,14,False,AR
2014-11-01,15,False,AR
2014-12-01,0,False,AR
2015-01-01,27,False,AR
2015-02-01,29,False,AR
2015-03-01,29,False,AR
2015-04-01,28,False,AR
2015-05-01,29,False,AR
2015-06-01,63,False,AR
2015-07-01,0,False,AR
2015-08-01,0,False,AR
2015-09-01,14,False,AR
2015-10-01,33,False,AR
2015-11-01,0,False,AR
2015-12-01,10,False,AR
2016-01-01,18,False,AR
2016-02-01,0,False,AR
2016-03-01,0,False,AR
2016-04-01,27,False,AR
2016-05-01,17,False,AR
2016-06-01,0,False,AR
2016-07-01,19,False,AR
2016-08-01,18,False,AR
2016-09-01,8,False,AR
2016-10-01,0,False,AR
2016-11-01,26,False,AR
2016-12-01,8,False,AR
2017-01-01,32,False,AR
2017-02-01,0,False,AR
2017-03-01,8,False,AR
2017-04-01,8,False,AR
2017-05-01,17,False,AR
2017-06-01,100,False,AR
2017-07-01,54,False,AR
2017-08-01,8,False,AR
2017-09-01,41,False,AR
2017-10-01,15,False,AR
2017-11-01,23,False,AR
2017-12-01,22,False,AR
2018-01-01,7,False,AR
2018-02-01,0,False,AR
2018-03-01,7,False,AR
2018-04-01,21,False,AR
2018-05-01,7,False,AR
2018-06-01,8,False,AR
2018-07-01,24,False,AR
2018-08-01,15,False,AR
2018-09-01,7,False,AR
2018-10-01,14,False,AR
2018-11-01,7,False,AR
2018-12-01,22,False,AR
2019-01-01,7,False,AR
2011-01-01,37,False,CA
2011-02-01,25,False,CA
2011-03-01,41,False,CA
2011-04-01,28,False,CA
2011-05-01,32,False,CA
2011-06-01,42,False,CA
2011-07-01,55,False,CA
2011-08-01,45,False,CA
2011-09-01,46,False,CA
2011-10-01,33,False,CA
2011-11-01,55,False,CA
2011-12-01,40,False,CA
2012-01-01,36,False,CA
2012-02-01,35,False,CA
2012-03-01,36,False,CA
2012-04-01,32,False,CA
2012-05-01,37,False,CA
2012-06-01,22,False,CA
2012-07-01,55,False,CA
2012-08-01,39,False,CA
2012-09-01,41,False,CA
2012-10-01,40,False,CA
2012-11-01,42,False,CA
2012-12-01,27,False,CA
2013-01-01,36,False,CA
2013-02-01,36,False,CA
2013-03-01,20,False,CA
2013-04-01,24,False,CA
2013-05-01,27,False,CA
2013-06-01,50,False,CA
2013-07-01,52,False,CA
2013-08-01,40,False,CA
2013-09-01,47,False,CA
2013-10-01,42,False,CA
2013-11-01,58,False,CA
2013-12-01,34,False,CA
2014-01-01,47,False,CA
2014-02-01,54,False,CA
2014-03-01,25,False,CA
2014-04-01,45,False,CA
2014-05-01,27,False,CA
2014-06-01,43,False,CA
2014-07-01,44,False,CA
2014-08-01,29,False,CA
2014-09-01,35,False,CA
2014-10-01,35,False,CA
2014-11-01,36,False,CA
2014-12-01,34,False,CA
2015-01-01,35,False,CA
2015-02-01,38,False,CA
2015-03-01,38,False,CA
2015-04-01,45,False,CA
2015-05-01,37,False,CA
2015-06-01,36,False,CA
2015-07-01,40,False,CA
2015-08-01,32,False,CA
2015-09-01,42,False,CA
2015-10-01,71,False,CA
2015-11-01,45,False,CA
2015-12-01,41,False,CA
2016-01-01,37,False,CA
2016-02-01,39,False,CA
2016-03-01,50,False,CA
2016-04-01,37,False,CA
2016-05-01,34,False,CA
2016-06-01,37,False,CA
2016-07-01,40,False,CA
2016-08-01,31,False,CA
2016-09-01,33,False,CA
2016-10-01,43,False,CA
2016-11-01,38,False,CA
2016-12-01,27,False,CA
2017-01-01,32,False,CA
2017-02-01,28,False,CA
2017-03-01,27,False,CA
2017-04-01,34,False,CA
2017-05-01,39,False,CA
2017-06-01,100,False,CA
2017-07-01,88,False,CA
2017-08-01,58,False,CA
2017-09-01,60,False,CA
2017-10-01,47,False,CA
2017-11-01,34,False,CA
2017-12-01,41,False,CA
2018-01-01,29,False,CA
2018-02-01,39,False,CA
2018-03-01,41,False,CA
2018-04-01,42,False,CA
2018-05-01,34,False,CA
2018-06-01,49,False,CA
2018-07-01,31,False,CA
2018-08-01,31,False,CA
2018-09-01,50,False,CA
2018-10-01,38,False,CA
2018-11-01,45,False,CA
2018-12-01,21,False,CA
2019-01-01,40,False,CA
2011-01-01,22,False,CO
2011-02-01,0,False,CO
2011-03-01,20,False,CO
2011-04-01,0,False,CO
2011-05-01,21,False,CO
2011-06-01,0,False,CO
2011-07-01,0,False,CO
2011-08-01,20,False,CO
2011-09-01,41,False,CO
2011-10-01,74,False,CO
2011-11-01,19,False,CO
2011-12-01,0,False,CO
2012-01-01,0,False,CO
2012-02-01,17,False,CO
2012-03-01,16,False,CO
2012-04-01,0,False,CO
2012-05-01,17,False,CO
2012-06-01,34,False,CO
2012-07-01,46,False,CO
2012-08-01,42,False,CO
2012-09-01,32,False,CO
2012-10-01,27,False,CO
2012-11-01,0,False,CO
2012-12-01,28,False,CO
2013-01-01,0,False,CO
2013-02-01,44,False,CO
2013-03-01,14,False,CO
2013-04-01,13,False,CO
2013-05-01,29,False,CO
2013-06-01,14,False,CO
2013-07-01,15,False,CO
2013-08-01,29,False,CO
2013-09-01,0,False,CO
2013-10-01,68,False,CO
2013-11-01,30,False,CO
2013-12-01,13,False,CO
2014-01-01,12,False,CO
2014-02-01,13,False,CO
2014-03-01,11,False,CO
2014-04-01,62,False,CO
2014-05-01,25,False,CO
2014-06-01,29,False,CO
2014-07-01,42,False,CO
2014-08-01,13,False,CO
2014-09-01,26,False,CO
2014-10-01,53,False,CO
2014-11-01,61,False,CO
2014-12-01,14,False,CO
2015-01-01,0,False,CO
2015-02-01,62,False,CO
2015-03-01,16,False,CO
2015-04-01,16,False,CO
2015-05-01,33,False,CO
2015-06-01,17,False,CO
2015-07-01,32,False,CO
2015-08-01,31,False,CO
2015-09-01,42,False,CO
2015-10-01,70,False,CO
2015-11-01,16,False,CO
2015-12-01,46,False,CO
2016-01-01,46,False,CO
2016-02-01,36,False,CO
2016-03-01,33,False,CO
2016-04-01,47,False,CO
2016-05-01,47,False,CO
2016-06-01,25,False,CO
2016-07-01,25,False,CO
2016-08-01,37,False,CO
2016-09-01,59,False,CO
2016-10-01,58,False,CO
2016-11-01,23,False,CO
2016-12-01,33,False,CO
2017-01-01,95,False,CO
2017-02-01,66,False,CO
2017-03-01,49,False,CO
2017-04-01,42,False,CO
2017-05-01,32,False,CO
2017-06-01,100,False,CO
2017-07-01,55,False,CO
2017-08-01,71,False,CO
2017-09-01,31,False,CO
2017-10-01,50,False,CO
2017-11-01,31,False,CO
2017-12-01,42,False,CO
2018-01-01,30,False,CO
2018-02-01,32,False,CO
2018-03-01,40,False,CO
2018-04-01,10,False,CO
2018-05-01,40,False,CO
2018-06-01,21,False,CO
2018-07-01,41,False,CO
2018-08-01,30,False,CO
2018-09-01,51,False,CO
2018-10-01,20,False,CO
2018-11-01,20,False,CO
2018-12-01,30,False,CO
2019-01-01,38,False,CO
2011-01-01,52,False,CT
2011-02-01,37,False,CT
2011-03-01,17,False,CT
2011-04-01,0,False,CT
2011-05-01,0,False,CT
2011-06-01,0,False,CT
2011-07-01,37,False,CT
2011-08-01,0,False,CT
2011-09-01,100,False,CT
2011-10-01,16,False,CT
2011-11-01,49,False,CT
2011-12-01,0,False,CT
2012-01-01,0,False,CT
2012-02-01,15,False,CT
2012-03-01,15,False,CT
2012-04-01,0,False,CT
2012-05-01,42,False,CT
2012-06-01,30,False,CT
2012-07-01,30,False,CT
2012-08-01,44,False,CT
2012-09-01,28,False,CT
2012-10-01,67,False,CT
2012-11-01,27,False,CT
2012-12-01,34,False,CT
2013-01-01,26,False,CT
2013-02-01,26,False,CT
2013-03-01,12,False,CT
2013-04-01,37,False,CT
2013-05-01,37,False,CT
2013-06-01,0,False,CT
2013-07-01,25,False,CT
2013-08-01,50,False,CT
2013-09-01,24,False,CT
2013-10-01,11,False,CT
2013-11-01,0,False,CT
2013-12-01,23,False,CT
2014-01-01,43,False,CT
2014-02-01,83,False,CT
2014-03-01,66,False,CT
2014-04-01,24,False,CT
2014-05-01,48,False,CT
2014-06-01,38,False,CT
2014-07-01,14,False,CT
2014-08-01,17,False,CT
2014-09-01,32,False,CT
2014-10-01,30,False,CT
2014-11-01,48,False,CT
2014-12-01,16,False,CT
2015-01-01,47,False,CT
2015-02-01,32,False,CT
2015-03-01,15,False,CT
2015-04-01,31,False,CT
2015-05-01,48,False,CT
2015-06-01,63,False,CT
2015-07-01,73,False,CT
2015-08-01,73,False,CT
2015-09-01,13,False,CT
2015-10-01,25,False,CT
2015-11-01,51,False,CT
2015-12-01,38,False,CT
2016-01-01,56,False,CT
2016-02-01,48,False,CT
2016-03-01,54,False,CT
2016-04-01,28,False,CT
2016-05-01,0,False,CT
2016-06-01,40,False,CT
2016-07-01,79,False,CT
2016-08-01,20,False,CT
2016-09-01,0,False,CT
2016-10-01,36,False,CT
2016-11-01,27,False,CT
2016-12-01,35,False,CT
2017-01-01,17,False,CT
2017-02-01,55,False,CT
2017-03-01,80,False,CT
2017-04-01,60,False,CT
2017-05-01,43,False,CT
2017-06-01,66,False,CT
2017-07-01,68,False,CT
2017-08-01,46,False,CT
2017-09-01,45,False,CT
2017-10-01,76,False,CT
2017-11-01,25,False,CT
2017-12-01,33,False,CT
2018-01-01,70,False,CT
2018-02-01,69,False,CT
2018-03-01,23,False,CT
2018-04-01,24,False,CT
2018-05-01,47,False,CT
2018-06-01,33,False,CT
2018-07-01,52,False,CT
2018-08-01,42,False,CT
2018-09-01,25,False,CT
2018-10-01,24,False,CT
2018-11-01,41,False,CT
2018-12-01,57,False,CT
2019-01-01,39,False,CT
2011-01-01,41,False,DC
2011-02-01,65,False,DC
2011-03-01,19,False,DC
2011-04-01,18,False,DC
2011-05-01,46,False,DC
2011-06-01,0,False,DC
2011-07-01,14,False,DC
2011-08-01,14,False,DC
2011-09-01,73,False,DC
2011-10-01,0,False,DC
2011-11-01,14,False,DC
2011-12-01,0,False,DC
2012-01-01,36,False,DC
2012-02-01,0,False,DC
2012-03-01,0,False,DC
2012-04-01,20,False,DC
2012-05-01,30,False,DC
2012-06-01,37,False,DC
2012-07-01,42,False,DC
2012-08-01,10,False,DC
2012-09-01,22,False,DC
2012-10-01,8,False,DC
2012-11-01,45,False,DC
2012-12-01,22,False,DC
2013-01-01,33,False,DC
2013-02-01,46,False,DC
2013-03-01,24,False,DC
2013-04-01,10,False,DC
2013-05-01,22,False,DC
2013-06-01,26,False,DC
2013-07-01,71,False,DC
2013-08-01,25,False,DC
2013-09-01,20,False,DC
2013-10-01,60,False,DC
2013-11-01,0,False,DC
2013-12-01,48,False,DC
2014-01-01,36,False,DC
2014-02-01,18,False,DC
2014-03-01,31,False,DC
2014-04-01,100,False,DC
2014-05-01,46,False,DC
2014-06-01,0,False,DC
2014-07-01,96,False,DC
2014-08-01,32,False,DC
2014-09-01,13,False,DC
2014-10-01,18,False,DC
2014-11-01,0,False,DC
2014-12-01,10,False,DC
2015-01-01,19,False,DC
2015-02-01,0,False,DC
2015-03-01,40,False,DC
2015-04-01,10,False,DC
2015-05-01,0,False,DC
2015-06-01,10,False,DC
2015-07-01,9,False,DC
2015-08-01,9,False,DC
2015-09-01,26,False,DC
2015-10-01,8,False,DC
2015-11-01,51,False,DC
2015-12-01,34,False,DC
2016-01-01,34,False,DC
2016-02-01,11,False,DC
2016-03-01,31,False,DC
2016-04-01,43,False,DC
2016-05-01,22,False,DC
2016-06-01,34,False,DC
2016-07-01,12,False,DC
2016-08-01,12,False,DC
2016-09-01,21,False,DC
2016-10-01,29,False,DC
2016-11-01,10,False,DC
2016-12-01,0,False,DC
2017-01-01,21,False,DC
2017-02-01,12,False,DC
2017-03-01,10,False,DC
2017-04-01,0,False,DC
2017-05-01,20,False,DC
2017-06-01,68,False,DC
2017-07-01,35,False,DC
2017-08-01,21,False,DC
2017-09-01,0,False,DC
2017-10-01,11,False,DC
2017-11-01,0,False,DC
2017-12-01,0,False,DC
2018-01-01,27,False,DC
2018-02-01,0,False,DC
2018-03-01,71,False,DC
2018-04-01,0,False,DC
2018-05-01,50,False,DC
2018-06-01,77,False,DC
2018-07-01,0,False,DC
2018-08-01,0,False,DC
2018-09-01,0,False,DC
2018-10-01,46,False,DC
2018-11-01,50,False,DC
2018-12-01,27,False,DC
2019-01-01,25,False,DC
2011-01-01,0,False,DE
2011-02-01,0,False,DE
2011-03-01,58,False,DE
2011-04-01,0,False,DE
2011-05-01,0,False,DE
2011-06-01,0,False,DE
2011-07-01,0,False,DE
2011-08-01,60,False,DE
2011-09-01,0,False,DE
2011-10-01,57,False,DE
2011-11-01,57,False,DE
2011-12-01,0,False,DE
2012-01-01,52,False,DE
2012-02-01,0,False,DE
2012-03-01,0,False,DE
2012-04-01,54,False,DE
2012-05-01,0,False,DE
2012-06-01,0,False,DE
2012-07-01,0,False,DE
2012-08-01,0,False,DE
2012-09-01,100,False,DE
2012-10-01,0,False,DE
2012-11-01,47,False,DE
2012-12-01,0,False,DE
2013-01-01,0,False,DE
2013-02-01,0,False,DE
2013-03-01,0,False,DE
2013-04-01,0,False,DE
2013-05-01,0,False,DE
2013-06-01,46,False,DE
2013-07-01,0,False,DE
2013-08-01,0,False,DE
2013-09-01,0,False,DE
2013-10-01,88,False,DE
2013-11-01,88,False,DE
2013-12-01,33,False,DE
2014-01-01,0,False,DE
2014-02-01,0,False,DE
2014-03-01,37,False,DE
2014-04-01,0,False,DE
2014-05-01,41,False,DE
2014-06-01,0,False,DE
2014-07-01,93,False,DE
2014-08-01,0,False,DE
2014-09-01,0,False,DE
2014-10-01,41,False,DE
2014-11-01,44,False,DE
2014-12-01,0,False,DE
2015-01-01,0,False,DE
2015-02-01,0,False,DE
2015-03-01,0,False,DE
2015-04-01,43,False,DE
2015-05-01,0,False,DE
2015-06-01,0,False,DE
2015-07-01,0,False,DE
2015-08-01,0,False,DE
2015-09-01,0,False,DE
2015-10-01,0,False,DE
2015-11-01,0,False,DE
2015-12-01,86,False,DE
2016-01-01,0,False,DE
2016-02-01,0,False,DE
2016-03-01,29,False,DE
2016-04-01,29,False,DE
2016-05-01,0,False,DE
2016-06-01,0,False,DE
2016-07-01,0,False,DE
2016-08-01,30,False,DE
2016-09-01,0,False,DE
2016-10-01,57,False,DE
2016-11-01,0,False,DE
2016-12-01,0,False,DE
2017-01-01,0,False,DE
2017-02-01,0,False,DE
2017-03-01,0,False,DE
2017-04-01,0,False,DE
2017-05-01,0,False,DE
2017-06-01,28,False,DE
2017-07-01,0,False,DE
2017-08-01,25,False,DE
2017-09-01,0,False,DE
2017-10-01,24,False,DE
2017-11-01,25,False,DE
2017-12-01,97,False,DE
2018-01-01,0,False,DE
2018-02-01,26,False,DE
2018-03-01,23,False,DE
2018-04-01,25,False,DE
2018-05-01,0,False,DE
2018-06-01,25,False,DE
2018-07-01,0,False,DE
2018-08-01,24,False,DE
2018-09-01,48,False,DE
2018-10-01,0,False,DE
2018-11-01,48,False,DE
2018-12-01,0,False,DE
2019-01-01,0,False,DE
2011-01-01,38,False,FL
2011-02-01,20,False,FL
2011-03-01,30,False,FL
2011-04-01,19,False,FL
2011-05-01,25,False,FL
2011-06-01,13,False,FL
2011-07-01,37,False,FL
2011-08-01,27,False,FL
2011-09-01,46,False,FL
2011-10-01,49,False,FL
2011-11-01,52,False,FL
2011-12-01,22,False,FL
2012-01-01,50,False,FL
2012-02-01,36,False,FL
2012-03-01,14,False,FL
2012-04-01,21,False,FL
2012-05-01,30,False,FL
2012-06-01,54,False,FL
2012-07-01,57,False,FL
2012-08-01,50,False,FL
2012-09-01,39,False,FL
2012-10-01,27,False,FL
2012-11-01,25,False,FL
2012-12-01,38,False,FL
2013-01-01,51,False,FL
2013-02-01,41,False,FL
2013-03-01,49,False,FL
2013-04-01,38,False,FL
2013-05-01,24,False,FL
2013-06-01,43,False,FL
2013-07-01,32,False,FL
2013-08-01,64,False,FL
2013-09-01,38,False,FL
2013-10-01,31,False,FL
2013-11-01,31,False,FL
2013-12-01,32,False,FL
2014-01-01,26,False,FL
2014-02-01,40,False,FL
2014-03-01,36,False,FL
2014-04-01,15,False,FL
2014-05-01,20,False,FL
2014-06-01,28,False,FL
2014-07-01,26,False,FL
2014-08-01,53,False,FL
2014-09-01,39,False,FL
2014-10-01,41,False,FL
2014-11-01,39,False,FL
2014-12-01,29,False,FL
2015-01-01,23,False,FL
2015-02-01,24,False,FL
2015-03-01,24,False,FL
2015-04-01,47,False,FL
2015-05-01,15,False,FL
2015-06-01,41,False,FL
2015-07-01,58,False,FL
2015-08-01,22,False,FL
2015-09-01,26,False,FL
2015-10-01,46,False,FL
2015-11-01,35,False,FL
2015-12-01,32,False,FL
2016-01-01,43,False,FL
2016-02-01,44,False,FL
2016-03-01,21,False,FL
2016-04-01,39,False,FL
2016-05-01,19,False,FL
2016-06-01,78,False,FL
2016-07-01,33,False,FL
2016-08-01,23,False,FL
2016-09-01,19,False,FL
2016-10-01,47,False,FL
2016-11-01,34,False,FL
2016-12-01,32,False,FL
2017-01-01,25,False,FL
2017-02-01,41,False,FL
2017-03-01,34,False,FL
2017-04-01,29,False,FL
2017-05-01,20,False,FL
2017-06-01,93,False,FL
2017-07-01,100,False,FL
2017-08-01,62,False,FL
2017-09-01,45,False,FL
2017-10-01,56,False,FL
2017-11-01,26,False,FL
2017-12-01,34,False,FL
2018-01-01,32,False,FL
2018-02-01,66,False,FL
2018-03-01,39,False,FL
2018-04-01,24,False,FL
2018-05-01,42,False,FL
2018-06-01,25,False,FL
2018-07-01,25,False,FL
2018-08-01,27,False,FL
2018-09-01,44,False,FL
2018-10-01,36,False,FL
2018-11-01,28,False,FL
2018-12-01,30,False,FL
2019-01-01,36,False,FL
2011-01-01,18,False,GA
2011-02-01,39,False,GA
2011-03-01,0,False,GA
2011-04-01,36,False,GA
2011-05-01,18,False,GA
2011-06-01,61,False,GA
2011-07-01,42,False,GA
2011-08-01,25,False,GA
2011-09-01,57,False,GA
2011-10-01,54,False,GA
2011-11-01,31,False,GA
2011-12-01,30,False,GA
2012-01-01,27,False,GA
2012-02-01,7,False,GA
2012-03-01,27,False,GA
2012-04-01,27,False,GA
2012-05-01,25,False,GA
2012-06-01,25,False,GA
2012-07-01,32,False,GA
2012-08-01,49,False,GA
2012-09-01,24,False,GA
