date,cheap gym,isPartial,State
2017-10-15,0.0,False,AZ
2017-10-22,0.0,False,AZ
2017-10-29,0.0,False,AZ
2017-11-05,0.0,False,AZ
2017-11-12,0.0,False,AZ
2017-11-19,0.0,False,AZ
2017-11-26,0.0,False,AZ
2017-12-03,0.0,False,AZ
2017-12-10,59.0,False,AZ
2017-12-17,0.0,False,AZ
2017-12-24,33.0,False,AZ
2017-12-31,0.0,False,AZ
2018-01-07,0.0,False,AZ
2018-01-14,28.0,False,AZ
2018-01-21,28.0,False,AZ
2018-01-28,0.0,False,AZ
2018-02-04,28.0,False,AZ
2018-02-11,27.0,False,AZ
2018-02-18,27.0,False,AZ
2018-02-25,0.0,False,AZ
2018-03-04,0.0,False,AZ
2018-03-11,0.0,False,AZ
2018-03-18,0.0,False,AZ
2018-03-25,28.0,False,AZ
2018-04-01,0.0,False,AZ
2018-04-08,28.0,False,AZ
2018-04-15,0.0,False,AZ
2018-04-22,0.0,False,AZ
2018-04-29,57.0,False,AZ
2018-05-06,0.0,False,AZ
2018-05-13,0.0,False,AZ
2018-05-20,0.0,False,AZ
2018-05-27,0.0,False,AZ
2018-06-03,90.0,False,AZ
2018-06-10,0.0,False,AZ
2018-06-17,0.0,False,AZ
2018-06-24,0.0,False,AZ
2018-07-01,0.0,False,AZ
2018-07-08,0.0,False,AZ
2018-07-15,0.0,False,AZ
2018-07-22,0.0,False,AZ
2018-07-29,0.0,False,AZ
2018-08-05,0.0,False,AZ
2018-08-12,29.0,False,AZ
2018-08-19,0.0,False,AZ
2018-08-26,0.0,False,AZ
2018-09-02,0.0,False,AZ
2018-09-09,0.0,False,AZ
2018-09-16,28.0,False,AZ
2018-09-23,0.0,False,AZ
2018-09-30,29.0,False,AZ
2018-10-07,0.0,False,AZ
2018-10-14,0.0,False,AZ
2018-10-21,0.0,False,AZ
2018-10-28,0.0,False,AZ
2018-11-04,27.0,False,AZ
2018-11-11,0.0,False,AZ
2018-11-18,0.0,False,AZ
2018-11-25,0.0,False,AZ
2018-12-02,29.0,False,AZ
2018-12-09,29.0,False,AZ
2018-12-16,0.0,False,AZ
2018-12-23,0.0,False,AZ
2018-12-30,0.0,False,AZ
2015-01-04,46.0,False,CA
2015-01-11,0.0,False,CA
2015-01-18,44.0,False,CA
2015-01-25,15.0,False,CA
2015-02-01,60.0,False,CA
2015-02-08,45.0,False,CA
2015-02-15,30.0,False,CA
2015-02-22,28.0,False,CA
2015-03-01,29.0,False,CA
2015-03-08,29.0,False,CA
2015-03-15,15.0,False,CA
2015-03-22,17.0,False,CA
2015-03-29,0.0,False,CA
2015-04-05,0.0,False,CA
2015-04-12,15.0,False,CA
2015-04-19,30.0,False,CA
2015-04-26,15.0,False,CA
2015-05-03,15.0,False,CA
2015-05-10,60.0,False,CA
2015-05-17,15.0,False,CA
2015-05-24,31.0,False,CA
2015-05-31,0.0,False,CA
2015-06-07,47.0,False,CA
2015-06-14,63.0,False,CA
2015-06-21,32.0,False,CA
2015-06-28,16.0,False,CA
2015-07-05,15.0,False,CA
2015-07-12,29.0,False,CA
2015-07-19,30.0,False,CA
2015-07-26,15.0,False,CA
2015-08-02,46.0,False,CA
2015-08-09,15.0,False,CA
2015-08-16,46.0,False,CA
2015-08-23,0.0,False,CA
2015-08-30,0.0,False,CA
2015-09-06,15.0,False,CA
2015-09-13,15.0,False,CA
2015-09-20,0.0,False,CA
2015-09-27,58.0,False,CA
2015-10-04,57.0,False,CA
2015-10-11,14.0,False,CA
2015-10-18,28.0,False,CA
2015-10-25,28.0,False,CA
2015-11-01,0.0,False,CA
2015-11-08,74.0,False,CA
2015-11-15,29.0,False,CA
2015-11-22,33.0,False,CA
2015-11-29,100.0,False,CA
2015-12-06,0.0,False,CA
2015-12-13,15.0,False,CA
2015-12-20,18.0,False,CA
2015-12-27,0.0,False,CA
2016-01-03,34.0,False,CA
2016-01-10,76.0,False,CA
2016-01-17,45.0,False,CA
2016-01-24,45.0,False,CA
2016-01-31,22.0,False,CA
2016-02-07,11.0,False,CA
2016-02-14,56.0,False,CA
2016-02-21,22.0,False,CA
2016-02-28,32.0,False,CA
2016-03-06,42.0,False,CA
2016-03-13,32.0,False,CA
2016-03-20,11.0,False,CA
2016-03-27,0.0,False,CA
2016-04-03,0.0,False,CA
2016-04-10,22.0,False,CA
2016-04-17,65.0,False,CA
2016-04-24,33.0,False,CA
2016-05-01,32.0,False,CA
2016-05-08,11.0,False,CA
2016-05-15,45.0,False,CA
2016-05-22,45.0,False,CA
2016-05-29,69.0,False,CA
2016-06-05,34.0,False,CA
2016-06-12,12.0,False,CA
2016-06-19,46.0,False,CA
2016-06-26,12.0,False,CA
2016-07-03,12.0,False,CA
2016-07-10,48.0,False,CA
2016-07-17,12.0,False,CA
2016-07-24,59.0,False,CA
2016-07-31,24.0,False,CA
2016-08-07,37.0,False,CA
2016-08-14,63.0,False,CA
2016-08-21,24.0,False,CA
2016-08-28,23.0,False,CA
2016-09-04,23.0,False,CA
2016-09-11,67.0,False,CA
2016-09-18,0.0,False,CA
2016-09-25,0.0,False,CA
2016-10-02,0.0,False,CA
2016-10-09,11.0,False,CA
2016-10-16,44.0,False,CA
2016-10-23,22.0,False,CA
2016-10-30,22.0,False,CA
2016-11-06,52.0,False,CA
2016-11-13,44.0,False,CA
2016-11-20,34.0,False,CA
2016-11-27,10.0,False,CA
2016-12-04,20.0,False,CA
2016-12-11,63.0,False,CA
2016-12-18,22.0,False,CA
2016-12-25,59.0,False,CA
2017-01-01,33.0,False,CA
2017-01-08,41.0,False,CA
2017-01-15,62.0,False,CA
2017-01-22,0.0,False,CA
2017-01-29,20.0,False,CA
2017-02-05,10.0,False,CA
2017-02-12,10.0,False,CA
2017-02-19,10.0,False,CA
2017-02-26,29.0,False,CA
2017-03-05,10.0,False,CA
2017-03-12,10.0,False,CA
2017-03-19,40.0,False,CA
2017-03-26,10.0,False,CA
2017-04-02,20.0,False,CA
2017-04-09,10.0,False,CA
2017-04-16,10.0,False,CA
2017-04-23,41.0,False,CA
2017-04-30,50.0,False,CA
2017-05-07,31.0,False,CA
2017-05-14,53.0,False,CA
2017-05-21,33.0,False,CA
2017-05-28,56.0,False,CA
2017-06-04,54.0,False,CA
2017-06-11,11.0,False,CA
2017-06-18,21.0,False,CA
2017-06-25,57.0,False,CA
2017-07-02,48.0,False,CA
2017-07-09,34.0,False,CA
2017-07-16,45.0,False,CA
2017-07-23,34.0,False,CA
2017-07-30,11.0,False,CA
2017-08-06,21.0,False,CA
2017-08-13,22.0,False,CA
2017-08-20,53.0,False,CA
2017-08-27,21.0,False,CA
2017-09-03,71.0,False,CA
2017-09-10,30.0,False,CA
2017-09-17,44.0,False,CA
2017-09-24,44.0,False,CA
2017-10-01,70.0,False,CA
2017-10-08,29.0,False,CA
2017-10-15,60.0,False,CA
2017-10-22,10.0,False,CA
2017-10-29,30.0,False,CA
2017-11-05,70.0,False,CA
2017-11-12,60.0,False,CA
2017-11-19,11.0,False,CA
2017-11-26,30.0,False,CA
2017-12-03,30.0,False,CA
2017-12-10,41.0,False,CA
2017-12-17,11.0,False,CA
2017-12-24,36.0,False,CA
2017-12-31,22.0,False,CA
2018-01-07,40.0,False,CA
2018-01-14,61.0,False,CA
2018-01-21,20.0,False,CA
2018-01-28,20.0,False,CA
2018-02-04,0.0,False,CA
2018-02-11,31.0,False,CA
2018-02-18,30.0,False,CA
2018-02-25,19.0,False,CA
2018-03-04,0.0,False,CA
2018-03-11,19.0,False,CA
2018-03-18,59.0,False,CA
2018-03-25,21.0,False,CA
2018-04-01,10.0,False,CA
2018-04-08,60.0,False,CA
2018-04-15,30.0,False,CA
2018-04-22,10.0,False,CA
2018-04-29,20.0,False,CA
2018-05-06,59.0,False,CA
2018-05-13,59.0,False,CA
2018-05-20,30.0,False,CA
2018-05-27,31.0,False,CA
2018-06-03,49.0,False,CA
2018-06-10,10.0,False,CA
2018-06-17,52.0,False,CA
2018-06-24,10.0,False,CA
2018-07-01,11.0,False,CA
2018-07-08,30.0,False,CA
2018-07-15,21.0,False,CA
2018-07-22,0.0,False,CA
2018-07-29,21.0,False,CA
2018-08-05,21.0,False,CA
2018-08-12,32.0,False,CA
2018-08-19,63.0,False,CA
2018-08-26,10.0,False,CA
2018-09-02,0.0,False,CA
2018-09-09,10.0,False,CA
2018-09-16,30.0,False,CA
2018-09-23,20.0,False,CA
2018-09-30,30.0,False,CA
2018-10-07,0.0,False,CA
2018-10-14,30.0,False,CA
2018-10-21,30.0,False,CA
2018-10-28,21.0,False,CA
2018-11-04,38.0,False,CA
2018-11-11,30.0,False,CA
2018-11-18,21.0,False,CA
2018-11-25,0.0,False,CA
2018-12-02,0.0,False,CA
2018-12-09,20.0,False,CA
2018-12-16,0.0,False,CA
2018-12-23,0.0,False,CA
2018-12-30,33.0,False,CA
2015-01-04,0.0,False,CO
2015-01-11,45.0,False,CO
2015-01-18,0.0,False,CO
2015-01-25,0.0,False,CO
2015-02-01,0.0,False,CO
2015-02-08,0.0,False,CO
2015-02-15,0.0,False,CO
2015-02-22,44.0,False,CO
2015-03-01,45.0,False,CO
2015-03-08,0.0,False,CO
2015-03-15,0.0,False,CO
2015-03-22,0.0,False,CO
2015-03-29,48.0,False,CO
2015-04-05,0.0,False,CO
2015-04-12,0.0,False,CO
2015-04-19,0.0,False,CO
2015-04-26,0.0,False,CO
2015-05-03,0.0,False,CO
2015-05-10,0.0,False,CO
2015-05-17,0.0,False,CO
2015-05-24,0.0,False,CO
2015-05-31,52.0,False,CO
2015-06-07,0.0,False,CO
2015-06-14,0.0,False,CO
2015-06-21,0.0,False,CO
2015-06-28,0.0,False,CO
2015-07-05,0.0,False,CO
2015-07-12,0.0,False,CO
2015-07-19,0.0,False,CO
2015-07-26,0.0,False,CO
2015-08-02,0.0,False,CO
2015-08-09,0.0,False,CO
2015-08-16,0.0,False,CO
2015-08-23,0.0,False,CO
2015-08-30,0.0,False,CO
2015-09-06,0.0,False,CO
2015-09-13,0.0,False,CO
2015-09-20,0.0,False,CO
2015-09-27,0.0,False,CO
2015-10-04,40.0,False,CO
2015-10-11,0.0,False,CO
2015-10-18,0.0,False,CO
2015-10-25,0.0,False,CO
2015-11-01,0.0,False,CO
2015-11-08,0.0,False,CO
2015-11-15,0.0,False,CO
2015-11-22,0.0,False,CO
2015-11-29,0.0,False,CO
2015-12-06,0.0,False,CO
2015-12-13,44.0,False,CO
2015-12-20,0.0,False,CO
2015-12-27,0.0,False,CO
2016-01-03,0.0,False,CO
2016-01-10,34.0,False,CO
2016-01-17,35.0,False,CO
2016-01-24,34.0,False,CO
2016-01-31,33.0,False,CO
2016-02-07,0.0,False,CO
2016-02-14,0.0,False,CO
2016-02-21,34.0,False,CO
2016-02-28,0.0,False,CO
2016-03-06,0.0,False,CO
2016-03-13,34.0,False,CO
2016-03-20,0.0,False,CO
2016-03-27,0.0,False,CO
2016-04-03,0.0,False,CO
2016-04-10,0.0,False,CO
2016-04-17,0.0,False,CO
2016-04-24,0.0,False,CO
2016-05-01,0.0,False,CO
2016-05-08,0.0,False,CO
2016-05-15,0.0,False,CO
2016-05-22,0.0,False,CO
2016-05-29,0.0,False,CO
2016-06-05,37.0,False,CO
2016-06-12,0.0,False,CO
2016-06-19,0.0,False,CO
2016-06-26,72.0,False,CO
2016-07-03,39.0,False,CO
2016-07-10,0.0,False,CO
2016-07-17,0.0,False,CO
2016-07-24,0.0,False,CO
2016-07-31,37.0,False,CO
2016-08-07,39.0,False,CO
2016-08-14,0.0,False,CO
2016-08-21,0.0,False,CO
2016-08-28,35.0,False,CO
2016-09-04,0.0,False,CO
2016-09-11,0.0,False,CO
2016-09-18,0.0,False,CO
2016-09-25,34.0,False,CO
2016-10-02,0.0,False,CO
2016-10-09,35.0,False,CO
2016-10-16,0.0,False,CO
2016-10-23,0.0,False,CO
2016-10-30,0.0,False,CO
2016-11-06,32.0,False,CO
2016-11-13,0.0,False,CO
2016-11-20,0.0,False,CO
2016-11-27,0.0,False,CO
2016-12-04,0.0,False,CO
2016-12-11,0.0,False,CO
2016-12-18,0.0,False,CO
2016-12-25,36.0,False,CO
2017-01-01,0.0,False,CO
2017-01-08,32.0,False,CO
2017-01-15,0.0,False,CO
2017-01-22,31.0,False,CO
2017-01-29,31.0,False,CO
2017-02-05,0.0,False,CO
2017-02-12,0.0,False,CO
2017-02-19,0.0,False,CO
2017-02-26,29.0,False,CO
2017-03-05,0.0,False,CO
2017-03-12,30.0,False,CO
2017-03-19,0.0,False,CO
2017-03-26,0.0,False,CO
2017-04-02,30.0,False,CO
2017-04-09,0.0,False,CO
2017-04-16,0.0,False,CO
2017-04-23,0.0,False,CO
2017-04-30,31.0,False,CO
2017-05-07,0.0,False,CO
2017-05-14,0.0,False,CO
2017-05-21,0.0,False,CO
2017-05-28,0.0,False,CO
2017-06-04,33.0,False,CO
2017-06-11,0.0,False,CO
2017-06-18,0.0,False,CO
2017-06-25,33.0,False,CO
2017-07-02,34.0,False,CO
2017-07-09,33.0,False,CO
2017-07-16,33.0,False,CO
2017-07-23,0.0,False,CO
2017-07-30,0.0,False,CO
2017-08-06,31.0,False,CO
2017-08-13,31.0,False,CO
2017-08-20,0.0,False,CO
2017-08-27,0.0,False,CO
2017-09-03,0.0,False,CO
2017-09-10,0.0,False,CO
2017-09-17,0.0,False,CO
2017-09-24,0.0,False,CO
2017-10-01,0.0,False,CO
2017-10-08,0.0,False,CO
2017-10-15,63.0,False,CO
2017-10-22,0.0,False,CO
2017-10-29,61.0,False,CO
2017-11-05,30.0,False,CO
2017-11-12,0.0,False,CO
2017-11-19,100.0,False,CO
2017-11-26,30.0,False,CO
2017-12-03,0.0,False,CO
2017-12-10,0.0,False,CO
2017-12-17,32.0,False,CO
2017-12-24,0.0,False,CO
2017-12-31,0.0,False,CO
2018-01-07,30.0,False,CO
2018-01-14,0.0,False,CO
2018-01-21,0.0,False,CO
2018-01-28,0.0,False,CO
2018-02-04,0.0,False,CO
2018-02-11,0.0,False,CO
2018-02-18,29.0,False,CO
2018-02-25,29.0,False,CO
2018-03-04,0.0,False,CO
2018-03-11,0.0,False,CO
2018-03-18,0.0,False,CO
2018-03-25,32.0,False,CO
2018-04-01,0.0,False,CO
2018-04-08,0.0,False,CO
2018-04-15,0.0,False,CO
2018-04-22,0.0,False,CO
2018-04-29,0.0,False,CO
2018-05-06,0.0,False,CO
2018-05-13,0.0,False,CO
2018-05-20,0.0,False,CO
2018-05-27,33.0,False,CO
2018-06-03,0.0,False,CO
2018-06-10,0.0,False,CO
2018-06-17,0.0,False,CO
2018-06-24,0.0,False,CO
2018-07-01,63.0,False,CO
2018-07-08,30.0,False,CO
2018-07-15,31.0,False,CO
2018-07-22,0.0,False,CO
2018-07-29,61.0,False,CO
2018-08-05,30.0,False,CO
2018-08-12,0.0,False,CO
2018-08-19,0.0,False,CO
2018-08-26,30.0,False,CO
2018-09-02,0.0,False,CO
2018-09-09,0.0,False,CO
2018-09-16,29.0,False,CO
2018-09-23,0.0,False,CO
2018-09-30,0.0,False,CO
2018-10-07,0.0,False,CO
2018-10-14,0.0,False,CO
2018-10-21,0.0,False,CO
2018-10-28,0.0,False,CO
2018-11-04,0.0,False,CO
2018-11-11,89.0,False,CO
2018-11-18,0.0,False,CO
2018-11-25,0.0,False,CO
2018-12-02,0.0,False,CO
2018-12-09,0.0,False,CO
2018-12-16,0.0,False,CO
2018-12-23,0.0,False,CO
2018-12-30,0.0,False,CO
2015-01-04,0.0,False,CT
2015-01-11,0.0,False,CT
2015-01-18,0.0,False,CT
2015-01-25,85.0,False,CT
2015-02-01,0.0,False,CT
2015-02-08,0.0,False,CT
2015-02-15,86.0,False,CT
2015-02-22,0.0,False,CT
2015-03-01,0.0,False,CT
2015-03-08,0.0,False,CT
2015-03-15,0.0,False,CT
2015-03-22,0.0,False,CT
2015-03-29,0.0,False,CT
2015-04-05,0.0,False,CT
2015-04-12,0.0,False,CT
2015-04-19,0.0,False,CT
2015-04-26,0.0,False,CT
2015-05-03,0.0,False,CT
2015-05-10,0.0,False,CT
2015-05-17,91.0,False,CT
2015-05-24,0.0,False,CT
2015-05-31,0.0,False,CT
2015-06-07,0.0,False,CT
2015-06-14,0.0,False,CT
