date,how to write a cover letter,isPartial,State
2015-01-04,0.0,False,AL
2015-01-11,37.0,False,AL
2015-01-18,0.0,False,AL
2015-01-25,36.0,False,AL
2015-02-01,0.0,False,AL
2015-02-08,0.0,False,AL
2015-02-15,0.0,False,AL
2015-02-22,36.0,False,AL
2015-03-01,0.0,False,AL
2015-03-08,0.0,False,AL
2015-03-15,0.0,False,AL
2015-03-22,46.0,False,AL
2015-03-29,41.0,False,AL
2015-04-05,0.0,False,AL
2015-04-12,38.0,False,AL
2015-04-19,0.0,False,AL
2015-04-26,0.0,False,AL
2015-05-03,0.0,False,AL
2015-05-10,43.0,False,AL
2015-05-17,0.0,False,AL
2015-05-24,0.0,False,AL
2015-05-31,0.0,False,AL
2015-06-07,0.0,False,AL
2015-06-14,89.0,False,AL
2015-06-21,0.0,False,AL
2015-06-28,0.0,False,AL
2015-07-05,80.0,False,AL
2015-07-12,39.0,False,AL
2015-07-19,0.0,False,AL
2015-07-26,0.0,False,AL
2015-08-02,0.0,False,AL
2015-08-09,38.0,False,AL
2015-08-16,36.0,False,AL
2015-08-23,0.0,False,AL
2015-08-30,0.0,False,AL
2015-09-06,0.0,False,AL
2015-09-13,34.0,False,AL
2015-09-20,100.0,False,AL
2015-09-27,33.0,False,AL
2015-10-04,34.0,False,AL
2015-10-11,0.0,False,AL
2015-10-18,0.0,False,AL
2015-10-25,68.0,False,AL
2015-11-01,0.0,False,AL
2015-11-08,0.0,False,AL
2015-11-15,0.0,False,AL
2015-11-22,0.0,False,AL
2015-11-29,32.0,False,AL
2015-12-06,0.0,False,AL
2015-12-13,0.0,False,AL
2015-12-20,0.0,False,AL
2015-12-27,0.0,False,AL
2016-01-03,0.0,False,AL
2016-01-10,0.0,False,AL
2016-01-17,22.0,False,AL
2016-01-24,0.0,False,AL
2016-01-31,0.0,False,AL
2016-02-07,0.0,False,AL
2016-02-14,0.0,False,AL
2016-02-21,0.0,False,AL
2016-02-28,43.0,False,AL
2016-03-06,0.0,False,AL
2016-03-13,23.0,False,AL
2016-03-20,23.0,False,AL
2016-03-27,45.0,False,AL
2016-04-03,0.0,False,AL
2016-04-10,23.0,False,AL
2016-04-17,0.0,False,AL
2016-04-24,0.0,False,AL
2016-05-01,0.0,False,AL
2016-05-08,0.0,False,AL
2016-05-15,24.0,False,AL
2016-05-22,25.0,False,AL
2016-05-29,0.0,False,AL
2016-06-05,0.0,False,AL
2016-06-12,0.0,False,AL
2016-06-19,0.0,False,AL
2016-06-26,24.0,False,AL
2016-07-03,0.0,False,AL
2016-07-10,0.0,False,AL
2016-07-17,0.0,False,AL
2016-07-24,0.0,False,AL
2016-07-31,0.0,False,AL
2016-08-07,0.0,False,AL
2016-08-14,0.0,False,AL
2016-08-21,0.0,False,AL
2016-08-28,22.0,False,AL
2016-09-04,0.0,False,AL
2016-09-11,21.0,False,AL
2016-09-18,0.0,False,AL
2016-09-25,0.0,False,AL
2016-10-02,0.0,False,AL
2016-10-09,0.0,False,AL
2016-10-16,0.0,False,AL
2016-10-23,0.0,False,AL
2016-10-30,22.0,False,AL
2016-11-06,21.0,False,AL
2016-11-13,0.0,False,AL
2016-11-20,23.0,False,AL
2016-11-27,0.0,False,AL
2016-12-04,0.0,False,AL
2016-12-11,0.0,False,AL
2016-12-18,0.0,False,AL
2016-12-25,0.0,False,AL
2017-01-01,0.0,False,AL
2017-01-08,21.0,False,AL
2017-01-15,0.0,False,AL
2017-01-22,0.0,False,AL
2017-01-29,19.0,False,AL
2017-02-05,19.0,False,AL
2017-02-12,0.0,False,AL
2017-02-19,39.0,False,AL
2017-02-26,0.0,False,AL
2017-03-05,0.0,False,AL
2017-03-12,0.0,False,AL
2017-03-19,0.0,False,AL
2017-03-26,21.0,False,AL
2017-04-02,0.0,False,AL
2017-04-09,0.0,False,AL
2017-04-16,0.0,False,AL
2017-04-23,0.0,False,AL
2017-04-30,0.0,False,AL
2017-05-07,0.0,False,AL
2017-05-14,22.0,False,AL
2017-05-21,0.0,False,AL
2017-05-28,22.0,False,AL
2017-06-04,0.0,False,AL
2017-06-11,21.0,False,AL
2017-06-18,20.0,False,AL
2017-06-25,0.0,False,AL
2017-07-02,0.0,False,AL
2017-07-09,0.0,False,AL
2017-07-16,0.0,False,AL
2017-07-23,21.0,False,AL
2017-07-30,21.0,False,AL
2017-08-06,21.0,False,AL
2017-08-13,0.0,False,AL
2017-08-20,60.0,False,AL
2017-08-27,19.0,False,AL
2017-09-03,19.0,False,AL
2017-09-10,0.0,False,AL
2017-09-17,19.0,False,AL
2017-09-24,0.0,False,AL
2017-10-01,0.0,False,AL
2017-10-08,19.0,False,AL
2017-10-15,20.0,False,AL
2017-10-22,19.0,False,AL
2017-10-29,39.0,False,AL
2017-11-05,38.0,False,AL
2017-11-12,0.0,False,AL
2017-11-19,0.0,False,AL
2017-11-26,18.0,False,AL
2017-12-03,18.0,False,AL
2017-12-10,38.0,False,AL
2017-12-17,0.0,False,AL
2017-12-24,0.0,False,AL
2017-12-31,19.0,False,AL
2018-01-07,18.0,False,AL
2018-01-14,0.0,False,AL
2018-01-21,0.0,False,AL
2018-01-28,18.0,False,AL
2018-02-04,17.0,False,AL
2018-02-11,18.0,False,AL
2018-02-18,0.0,False,AL
2018-02-25,17.0,False,AL
2018-03-04,18.0,False,AL
2018-03-11,18.0,False,AL
2018-03-18,0.0,False,AL
2018-03-25,20.0,False,AL
2018-04-01,0.0,False,AL
2018-04-08,0.0,False,AL
2018-04-15,19.0,False,AL
2018-04-22,18.0,False,AL
2018-04-29,0.0,False,AL
2018-05-06,0.0,False,AL
2018-05-13,19.0,False,AL
2018-05-20,0.0,False,AL
2018-05-27,0.0,False,AL
2018-06-03,0.0,False,AL
2018-06-10,0.0,False,AL
2018-06-17,0.0,False,AL
2018-06-24,20.0,False,AL
2018-07-01,0.0,False,AL
2018-07-08,19.0,False,AL
2018-07-15,0.0,False,AL
2018-07-22,0.0,False,AL
2018-07-29,0.0,False,AL
2018-08-05,0.0,False,AL
2018-08-12,0.0,False,AL
2018-08-19,0.0,False,AL
2018-08-26,19.0,False,AL
2018-09-02,0.0,False,AL
2018-09-09,0.0,False,AL
2018-09-16,0.0,False,AL
2018-09-23,37.0,False,AL
2018-09-30,0.0,False,AL
2018-10-07,19.0,False,AL
2018-10-14,38.0,False,AL
2018-10-21,0.0,False,AL
2018-10-28,19.0,False,AL
2018-11-04,18.0,False,AL
2018-11-11,0.0,False,AL
2018-11-18,0.0,False,AL
2018-11-25,0.0,False,AL
2018-12-02,0.0,False,AL
2018-12-09,19.0,False,AL
2018-12-16,20.0,False,AL
2018-12-23,0.0,False,AL
2018-12-30,0.0,False,AL
2015-01-04,0.0,False,AK
2015-01-11,0.0,False,AK
2015-01-18,0.0,False,AK
2015-01-25,0.0,False,AK
2015-02-01,96.0,False,AK
2015-02-08,0.0,False,AK
2015-02-15,0.0,False,AK
2015-02-22,0.0,False,AK
2015-03-01,0.0,False,AK
2015-03-08,0.0,False,AK
2015-03-15,0.0,False,AK
2015-03-22,0.0,False,AK
2015-03-29,0.0,False,AK
2015-04-05,0.0,False,AK
2015-04-12,0.0,False,AK
2015-04-19,0.0,False,AK
2015-04-26,0.0,False,AK
2015-05-03,0.0,False,AK
2015-05-10,0.0,False,AK
2015-05-17,0.0,False,AK
2015-05-24,0.0,False,AK
2015-05-31,100.0,False,AK
2015-06-07,0.0,False,AK
2015-06-14,0.0,False,AK
2015-06-21,0.0,False,AK
2015-06-28,0.0,False,AK
2015-07-05,0.0,False,AK
2015-07-12,0.0,False,AK
2015-07-19,0.0,False,AK
2015-07-26,0.0,False,AK
2015-08-02,0.0,False,AK
2015-08-09,0.0,False,AK
2015-08-16,0.0,False,AK
2015-08-23,0.0,False,AK
2015-08-30,0.0,False,AK
2015-09-06,0.0,False,AK
2015-09-13,0.0,False,AK
2015-09-20,90.0,False,AK
2015-09-27,0.0,False,AK
2015-10-04,0.0,False,AK
2015-10-11,0.0,False,AK
2015-10-18,90.0,False,AK
2015-10-25,0.0,False,AK
2015-11-01,0.0,False,AK
2015-11-08,0.0,False,AK
2015-11-15,0.0,False,AK
2015-11-22,0.0,False,AK
2015-11-29,86.0,False,AK
2015-12-06,0.0,False,AK
2015-12-13,0.0,False,AK
2015-12-20,0.0,False,AK
2015-12-27,0.0,False,AK
2016-01-03,88.0,False,AK
2016-01-10,0.0,False,AK
2016-01-17,0.0,False,AK
2016-01-24,0.0,False,AK
2016-01-31,0.0,False,AK
2016-02-07,0.0,False,AK
2016-02-14,0.0,False,AK
2016-02-21,0.0,False,AK
2016-02-28,82.0,False,AK
2016-03-06,0.0,False,AK
2016-03-13,0.0,False,AK
2016-03-20,0.0,False,AK
2016-03-27,0.0,False,AK
2016-04-03,0.0,False,AK
2016-04-10,0.0,False,AK
2016-04-17,0.0,False,AK
2016-04-24,0.0,False,AK
2016-05-01,0.0,False,AK
2016-05-08,0.0,False,AK
2016-05-15,0.0,False,AK
2016-05-22,0.0,False,AK
2016-05-29,0.0,False,AK
2016-06-05,0.0,False,AK
2016-06-12,0.0,False,AK
2016-06-19,0.0,False,AK
2016-06-26,0.0,False,AK
2016-07-03,0.0,False,AK
2016-07-10,0.0,False,AK
2016-07-17,0.0,False,AK
2016-07-24,0.0,False,AK
2016-07-31,0.0,False,AK
2016-08-07,0.0,False,AK
2016-08-14,0.0,False,AK
2016-08-21,0.0,False,AK
2016-08-28,0.0,False,AK
2016-09-04,0.0,False,AK
2016-09-11,0.0,False,AK
2016-09-18,0.0,False,AK
2016-09-25,0.0,False,AK
2016-10-02,0.0,False,AK
2016-10-09,0.0,False,AK
2016-10-16,0.0,False,AK
2016-10-23,85.0,False,AK
2016-10-30,0.0,False,AK
2016-11-06,0.0,False,AK
2016-11-13,0.0,False,AK
2016-11-20,0.0,False,AK
2016-11-27,0.0,False,AK
2016-12-04,0.0,False,AK
2016-12-11,0.0,False,AK
2016-12-18,0.0,False,AK
2016-12-25,0.0,False,AK
2017-01-01,0.0,False,AK
2017-01-08,0.0,False,AK
2017-01-15,0.0,False,AK
2017-01-22,0.0,False,AK
2017-01-29,0.0,False,AK
2017-02-05,0.0,False,AK
2017-02-12,0.0,False,AK
2017-02-19,0.0,False,AK
2017-02-26,0.0,False,AK
2017-03-05,0.0,False,AK
2017-03-12,0.0,False,AK
2017-03-19,0.0,False,AK
2017-03-26,0.0,False,AK
2017-04-02,0.0,False,AK
2017-04-09,79.0,False,AK
2017-04-16,0.0,False,AK
2017-04-23,0.0,False,AK
2017-04-30,0.0,False,AK
2017-05-07,0.0,False,AK
2017-05-14,0.0,False,AK
2017-05-21,0.0,False,AK
2017-05-28,0.0,False,AK
2017-06-04,0.0,False,AK
2017-06-11,89.0,False,AK
2017-06-18,85.0,False,AK
2017-06-25,0.0,False,AK
2017-07-02,0.0,False,AK
2017-07-09,0.0,False,AK
2017-07-16,0.0,False,AK
2017-07-23,0.0,False,AK
2017-07-30,0.0,False,AK
2017-08-06,0.0,False,AK
2017-08-13,0.0,False,AK
2017-08-20,0.0,False,AK
2017-08-27,0.0,False,AK
2017-09-03,0.0,False,AK
2017-09-10,0.0,False,AK
2017-09-17,0.0,False,AK
2017-09-24,0.0,False,AK
2017-10-01,0.0,False,AK
2017-10-08,0.0,False,AK
2017-10-15,0.0,False,AK
2017-10-22,0.0,False,AK
2017-10-29,0.0,False,AK
2017-11-05,0.0,False,AK
2017-11-12,0.0,False,AK
2017-11-19,0.0,False,AK
2017-11-26,0.0,False,AK
2017-12-03,0.0,False,AK
2017-12-10,0.0,False,AK
2017-12-17,0.0,False,AK
2017-12-24,0.0,False,AK
2017-12-31,0.0,False,AK
2018-01-07,0.0,False,AK
2018-01-14,0.0,False,AK
2018-01-21,0.0,False,AK
2018-01-28,0.0,False,AK
2018-02-04,0.0,False,AK
2018-02-11,0.0,False,AK
2018-02-18,0.0,False,AK
2018-02-25,0.0,False,AK
2018-03-04,0.0,False,AK
2018-03-11,80.0,False,AK
2018-03-18,0.0,False,AK
2018-03-25,0.0,False,AK
2018-04-01,0.0,False,AK
2018-04-08,0.0,False,AK
2018-04-15,0.0,False,AK
2018-04-22,0.0,False,AK
2018-04-29,0.0,False,AK
2018-05-06,0.0,False,AK
2018-05-13,0.0,False,AK
2018-05-20,0.0,False,AK
2018-05-27,0.0,False,AK
2018-06-03,0.0,False,AK
2018-06-10,0.0,False,AK
2018-06-17,78.0,False,AK
2018-06-24,79.0,False,AK
2018-07-01,0.0,False,AK
2018-07-08,0.0,False,AK
2018-07-15,0.0,False,AK
2018-07-22,0.0,False,AK
2018-07-29,0.0,False,AK
2018-08-05,0.0,False,AK
2018-08-12,0.0,False,AK
2018-08-19,0.0,False,AK
2018-08-26,80.0,False,AK
2018-09-02,0.0,False,AK
2018-09-09,0.0,False,AK
2018-09-16,0.0,False,AK
2018-09-23,0.0,False,AK
2018-09-30,0.0,False,AK
2018-10-07,0.0,False,AK
2018-10-14,0.0,False,AK
2018-10-21,0.0,False,AK
2018-10-28,0.0,False,AK
2018-11-04,0.0,False,AK
2018-11-11,0.0,False,AK
2018-11-18,0.0,False,AK
2018-11-25,0.0,False,AK
2018-12-02,0.0,False,AK
2018-12-09,0.0,False,AK
2018-12-16,0.0,False,AK
2018-12-23,0.0,False,AK
2018-12-30,0.0,False,AK
2015-01-04,46.0,False,AZ
2015-01-11,0.0,False,AZ
2015-01-18,45.0,False,AZ
2015-01-25,44.0,False,AZ
2015-02-01,44.0,False,AZ
2015-02-08,89.0,False,AZ
2015-02-15,91.0,False,AZ
2015-02-22,44.0,False,AZ
2015-03-01,0.0,False,AZ
2015-03-08,0.0,False,AZ
2015-03-15,46.0,False,AZ
2015-03-22,50.0,False,AZ
2015-03-29,46.0,False,AZ
2015-04-05,45.0,False,AZ
2015-04-12,0.0,False,AZ
2015-04-19,90.0,False,AZ
2015-04-26,44.0,False,AZ
2015-05-03,46.0,False,AZ
2015-05-10,47.0,False,AZ
2015-05-17,48.0,False,AZ
2015-05-24,98.0,False,AZ
2015-05-31,47.0,False,AZ
2015-06-07,48.0,False,AZ
2015-06-14,47.0,False,AZ
2015-06-21,95.0,False,AZ
2015-06-28,48.0,False,AZ
2015-07-05,48.0,False,AZ
2015-07-12,93.0,False,AZ
2015-07-19,0.0,False,AZ
2015-07-26,94.0,False,AZ
2015-08-02,93.0,False,AZ
2015-08-09,92.0,False,AZ
2015-08-16,0.0,False,AZ
2015-08-23,43.0,False,AZ
2015-08-30,0.0,False,AZ
2015-09-06,88.0,False,AZ
2015-09-13,43.0,False,AZ
2015-09-20,43.0,False,AZ
2015-09-27,84.0,False,AZ
2015-10-04,0.0,False,AZ
2015-10-11,43.0,False,AZ
2015-10-18,83.0,False,AZ
2015-10-25,42.0,False,AZ
2015-11-01,85.0,False,AZ
2015-11-08,0.0,False,AZ
2015-11-15,0.0,False,AZ
2015-11-22,0.0,False,AZ
2015-11-29,0.0,False,AZ
2015-12-06,83.0,False,AZ
2015-12-13,0.0,False,AZ
2015-12-20,0.0,False,AZ
2015-12-27,45.0,False,AZ
2016-01-03,37.0,False,AZ
2016-01-10,73.0,False,AZ
2016-01-17,74.0,False,AZ
2016-01-24,74.0,False,AZ
2016-01-31,36.0,False,AZ
2016-02-07,0.0,False,AZ
2016-02-14,0.0,False,AZ
2016-02-21,0.0,False,AZ
2016-02-28,72.0,False,AZ
2016-03-06,73.0,False,AZ
2016-03-13,38.0,False,AZ
2016-03-20,36.0,False,AZ
2016-03-27,0.0,False,AZ
2016-04-03,0.0,False,AZ
2016-04-10,37.0,False,AZ
2016-04-17,0.0,False,AZ
2016-04-24,36.0,False,AZ
2016-05-01,0.0,False,AZ
2016-05-08,0.0,False,AZ
2016-05-15,39.0,False,AZ
2016-05-22,0.0,False,AZ
2016-05-29,40.0,False,AZ
2016-06-05,0.0,False,AZ
2016-06-12,39.0,False,AZ
2016-06-19,0.0,False,AZ
2016-06-26,0.0,False,AZ
2016-07-03,42.0,False,AZ
2016-07-10,40.0,False,AZ
2016-07-17,0.0,False,AZ
2016-07-24,40.0,False,AZ
2016-07-31,40.0,False,AZ
2016-08-07,0.0,False,AZ
2016-08-14,42.0,False,AZ
2016-08-21,40.0,False,AZ
2016-08-28,76.0,False,AZ
2016-09-04,38.0,False,AZ
2016-09-11,37.0,False,AZ
2016-09-18,0.0,False,AZ
2016-09-25,0.0,False,AZ
2016-10-02,0.0,False,AZ
2016-10-09,39.0,False,AZ
2016-10-16,37.0,False,AZ
2016-10-23,37.0,False,AZ
2016-10-30,0.0,False,AZ
2016-11-06,0.0,False,AZ
